Entity_Name,Type,Source,QID,Page_Numbers,Original_Files,Original_Count
Frederick the Great,E21 Person,Handmade + Index,Q118998667,"295, 211, 349, 360; 349, 356, 357, 360",F_refined.csv; work-English_table.csv,3
Frederiksborg Palace,E53 Place,Handmade,Q226103,,gio-English_table.csv,1
French Academy in Rome,E74 Group,Handmade + Index,Q337494,"189, 257",F_refined.csv; gio-English_table.csv,2
French hostility to Italian art in the 17th century,E28 Conceptual Object,Index,,188,F_refined.csv,1
French patronage,E28 Conceptual Object,Index,,"173, 174, 175, 176, 177, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 200; 277, 284, 285, 292, 293",F_refined.csv,3
Fresco on staircase of Hampton Court Palace,E22 Man-Made Object,Handmade,A358,,work-English_table.csv,1
"Frescobaldi, Gerolamo",E21 Person,Index,,95,F_refined.csv,1
Frescoes in Lanfranco Cathedral,E22 Man-Made Object,Handmade,A105,,work-English_table.csv,1
Frescoes in Palazzo Barberini Salone,E22 Man-Made Object,Handmade,A106,,work-English_table.csv,1
Frescoes in Sant'Andrea della Valle,E22 Man-Made Object,Handmade,A107,,work-English_table.csv,1
Frescoes in the Corsini Chapel,E22 Man-Made Object,Handmade,A108,,work-English_table.csv,1
Frescoes in the Palace at Valmontone,E22 Man-Made Object,Handmade,A109,,work-English_table.csv,1
Friedrich August I,E21 Person,Handmade,Q53444,,name-English_table.csv,1
Frits Lugt,E21 Person,Handmade,Q1465270,,name-English_table.csv,1
Fritz Dworschak,E21 Person,Handmade,Q17417910,,name-English_table.csv,1
Fritz Saxl,E21 Person,Handmade,Q78900,,name-English_table.csv,1
Friuli,E53 Place,Handmade,Q160570,,gio-English_table.csv,1
Frédéric Barberousse,E21 Person,Handmade,Q79789,,name-English_table.csv,1
Frédéric Villot,E21 Person,Handmade,Q3090265,,name-English_table.csv,1
Fulvio Miari,E21 Person,Handmade,R63,,name-English_table.csv,1
Fulvio Testi,E21 Person,Handmade + Index,Q594614,"17n, 348",T_refined.csv; name-English_table.csv,2
"Fumiani, Giannantonio",E21 Person,Index,,"195; 227, 232; 234",F_refined.csv,4
"Furnaletto, Lodovico",E21 Person,Index,,340,F_refined.csv,1
G.M. Sasso,E22 Man-Made Object,Handmade,A110,,work-English_table.csv,1
"Gabburri, Francesco",E53 Place,Index,,"211n, 241n, 266n",G_refined.csv,1
Gabinetto fotografico nazionale,E53 Place,Handmade,Q3756432,,gio-English_table.csv,1
Gabri?l Grupello,E21 Person,Handmade,Q1489831,,name-English_table.csv,1
Gabriel Bonnot de Mably,E21 Person,Handmade,Q202555,,name-English_table.csv,1
Gabriel Hanotaux,E21 Person,Handmade,Q956253,,name-English_table.csv,1
Gabriel Jules de Cosnac,E21 Person,Handmade,Q18012164,,name-English_table.csv,1
Gabriel Maugain,E21 Person,Handmade,Q15857713,,name-English_table.csv,1
Gabriel Naudé,E21 Person,Handmade + Index,Q710176,"33n, 107, 108",N_refined.csv; name-English_table.csv,2
Gabriel-Fran?ois Coyer,E21 Person,Handmade,Q21166348,,name-English_table.csv,1
Gabriele Balestrieri,E21 Person,Handmade + Index,R64,177n,B_refined.csv; name-English_table.csv,2
Gabriele dal Pozzo,E21 Person,Handmade,Q107060274,,name-English_table.csv,1
"Gabrieli, Lodovico",E21 Person,Index,,299n,G_refined.csv,1
Gaetano Beani,E21 Person,Handmade,Q97063708,,name-English_table.csv,1
Gaetano Caffarelli,E21 Person,Handmade,Q527738,,name-English_table.csv,1
Gaetano Cozzi,E21 Person,Handmade,Q13380449,,name-English_table.csv,1
Gaetano Fanti,E21 Person,Handmade + Index,Q372889,201,F_refined.csv; name-English_table.csv,2
Gaetano Moroni,E21 Person,Handmade,Q635968,,name-English_table.csv,1
Gaetano Pieraccini,E21 Person,Handmade,Q3757081,,name-English_table.csv,1
Gaetano Zompini,E21 Person,Handmade + Index,Q3757163,"273, 274, 339; 344; 344, 374",UVWXYZ_refined.csv; name-English_table.csv,5
Gaius Mucius Scaevola,E21 Person,Handmade,Q312660,,name-English_table.csv,1
Gaius Plinius Secundus,E21 Person,Handmade,Q82778,,name-English_table.csv,1
Galeazzo Arconati,E21 Person,Handmade,Q47009360,,name-English_table.csv,1
Galeazzo Gualdo Priorato,E21 Person,Handmade,Q960190,,name-English_table.csv,1
"Galgario, Fra (Vittore Ghislandi)",E21 Person,Index,,"165, 200, 201",G_refined.csv,1
"Galiani, Abate",E21 Person,Index,,318,G_refined.csv,2
Galileo Galilei,E21 Person,Handmade + Index,Q307,"102; 103; 317; 33, 40n, 74, 98, 99, 102, 103, 108, 317, 320, 366",G_refined.csv; name-English_table.csv,5
"Gallacini, Teofilo",E21 Person,Index,,309,G_refined.csv,2
Galleria Borghese,E53 Place,Handmade,Q841506,,gio-English_table.csv,1
Galleria Doria Pamphilj,E53 Place,Handmade,Q1203458,,gio-English_table.csv,1
Galleria Giustiniani,E53 Place,Handmade,G152,,gio-English_table.csv,1
Galleria L'Antonina,E53 Place,Handmade,G155,,gio-English_table.csv,1
Galleria Nazionale,E53 Place,Handmade,G73,,gio-English_table.csv,1
Galleria Nazionale d'Arte Antica,E53 Place,Handmade,Q2266081,,gio-English_table.csv,1
Galleria Spada,E53 Place,Handmade,Q3757699,,gio-English_table.csv,1
Gallerie dell'Accademia,E53 Place,Handmade,Q338330,,gio-English_table.csv,1
Gallerie di Firenze,E53 Place,Handmade,G156,,gio-English_table.csv,1
Gallery of the Aeneid,E53 Place,Handmade,G74,,gio-English_table.csv,1
"Galli-Bibiena, Ferdinando",E21 Person,Index,,201,G_refined.csv,1
"Gambarini, Giuseppe",E21 Person,Index,,"203, 225",G_refined.csv,1
Ganymede,E21 Person,Handmade,Q131588,,name-English_table.csv,1
"Garganego, Girolamo",E21 Person,Index,,324n,G_refined.csv,1
Gaspar Méndez de Haro,E21 Person,Handmade,Q380763,,name-English_table.csv,1
Gaspar Roomer,E21 Person,Handmade + Index,Q3098722,"205; 205, 206; 205, 206, 207, 208, 211, 212; 205, 206, 208; 206; 206, 207; 207; 207, 208; 208",Q-R_refined.csv; name-English_table.csv,13
Gaspar de Guzmán,E21 Person,Handmade,Q371833,,name-English_table.csv,1
Gaspard Dughet,E21 Person,Handmade,Q741375,,name-English_table.csv,1
Gaspare Altieri,E21 Person,Handmade,Q27999316,,name-English_table.csv,1
Gaspare Diziani,E21 Person,Handmade + Index,Q744250,"165, 266, 270, 278, 294",D_refined.csv; name-English_table.csv,2
Gaspare Partridge,E21 Person,Handmade,R65,,name-English_table.csv,1
Gaspare Vigarani,E21 Person,Handmade + Index,Q18511859,185,UVWXYZ_refined.csv; name-English_table.csv,2
Gasparo Gozzi,E21 Person,Handmade + Index,Q1232500,"247, 321, 323, 324, 325, 326, 333; 323, 324; 324, 325; 326; 328, 329",G_refined.csv; name-English_table.csv,6
Gasparo Prospero Pesci,E21 Person,Handmade,Q97572114,,name-English_table.csv,1
Gaudenzio Claretta,E21 Person,Handmade,Q4222959,,name-English_table.csv,1
"Gaulli, Giovanni Battista (Baciccio)",E21 Person,Index,,"12, 17, 87, 88, 122, 160, 165, 197, 399, 400; 17, 88; 80, 81, 82, 83, 84, 85, 156; 82; 83; 84, 89; 88",G_refined.csv,7
"Gavasetti, Camillo",E21 Person,Index,,"9n, 13n",G_refined.csv,1
Gazzeta Veneta,E22 Man-Made Object,Index,,323,G_refined.csv,1
Gem?ldegalerie Alte Meister,E53 Place,Handmade,Q4890,,gio-English_table.csv,1
Genoa,E53 Place,Index,,"200, 203, 213, 214; 203",G_refined.csv,2
Gentile Bellini,E21 Person,Handmade + Index,Q290407,198,B_refined.csv; name-English_table.csv,2
Gentile da Fabriano,E21 Person,Handmade + Index,Q312393,148,F_refined.csv; name-English_table.csv,2
"Geoffrin, Mme",E21 Person,Index,,384,G_refined.csv,1
Georg Friedrich Schmidt,E21 Person,Handmade + Index,Q877735,409,S_refined.csv; name-English_table.csv,2
George Augustus Frederick,E21 Person,Handmade,Q130586,,name-English_table.csv,1
"George Byng, 1st Viscount Torrington",E21 Person,Handmade,Q332634,,name-English_table.csv,1
George Frideric Handel,E21 Person,Handmade,Q7302,,name-English_table.csv,1
George I of Great Britain,E21 Person,Handmade,Q130805,,name-English_table.csv,1
"George I, King of England",E21 Person,Index,,288n,G_refined.csv,1
George III of Great Britain,E21 Person,Handmade,Q127318,,name-English_table.csv,1
"George III, King of England",E21 Person,Index,,"292, 300, 303, 309, 361, 393, 406",G_refined.csv,1
George Knox,E21 Person,Handmade,R66,,name-English_table.csv,1
George Vertue,E21 Person,Handmade,Q930477,,name-English_table.csv,1
George William,E21 Person,Handmade,Q166675,,name-English_table.csv,1
Georges de La Tour,E21 Person,Handmade + Index,Q203371,"133, 384",L_refined.csv; name-English_table.csv,2
Gerald Burden,E21 Person,Handmade,R67,,name-English_table.csv,1
Gerard van Honthorst,E21 Person,Handmade,Q314548,,name-English_table.csv,1
Gerard van der Bos,E21 Person,Handmade + Index,R68,206,D_refined.csv; name-English_table.csv,2
Gerhard Ewald,E21 Person,Handmade,Q53628961,,name-English_table.csv,1
"Gerini, Marchese Andrea",E22 Man-Made Object,Index,,241n,G_refined.csv,1
Germaine de Sta?l,E21 Person,Handmade,Q123041,,name-English_table.csv,1
German patronage,E28 Conceptual Object,Index,,"193, 194, 195; 278, 293, 294, 295, 296",G_refined.csv,3
"German princes, taste in art",E21 Person,Index,,"194; 194, 195",G_refined.csv,2
Gerolamo Nappi,E21 Person,Handmade,R69,,name-English_table.csv,1
"Gesualdo, Cardinal",E21 Person,Index,,71,G_refined.csv,1
Gesuati,E74 Group,Index,,"270, 271; 271",G_refined.csv,2
"Gherardi, Antonio",E21 Person,Index,,161,G_refined.csv,1
Gherardo Saracini,E21 Person,Handmade + Index,Q30524250,109,S_refined.csv; name-English_table.csv,2
"Ghibbesio, Jacopo",E21 Person,Index,,94,G_refined.csv,1
"Ghisolfi, Giovanni",E21 Person,Index,,235n,G_refined.csv,1
Giacinto Brandi,E21 Person,Handmade + Index,Q1748199,"12, 18, 80, 88, 122, 136, 197, 207, 210; 386, 387",B_refined.csv; name-English_table.csv,3
Giacinto Calandrucci,E21 Person,Handmade + Index,Q957255,"192, 197",C_refined.csv; name-English_table.csv,2
Giacinto Gigli,E21 Person,Handmade + Index,Q28848553,"131, 122n",G_refined.csv; name-English_table.csv,2
Giacomo Barozzi da Vignola,E21 Person,Handmade + Index,Q297565,"65, 103, 338, 398",UVWXYZ_refined.csv; name-English_table.csv,2
Giacomo Boni,E21 Person,Handmade,Q1053697,,name-English_table.csv,1
Giacomo Casanova,E21 Person,Handmade,Q83321,,name-English_table.csv,1
Giacomo Ceruti,E21 Person,Handmade + Index,Q524248,"312, 314",C_refined.csv; name-English_table.csv,2
Giacomo Leonardis,E21 Person,Handmade,Q5557896,,name-English_table.csv,1
Giacomo Leoni,E21 Person,Handmade + Index,Q721253,"281, 286",L_refined.csv; name-English_table.csv,2
Giacomo Lomellini,E21 Person,Handmade,Q15896926,,name-English_table.csv,1
Giacomo Luigi Brignole,E21 Person,Handmade,Q2253531,,name-English_table.csv,1
Giacomo Lumbroso,E21 Person,Handmade,Q1114705,,name-English_table.csv,1
Giacomo Querini,E21 Person,Handmade + Index,Q85969264,152,Q-R_refined.csv; name-English_table.csv,2
Giacomo Rospigliosi,E21 Person,Handmade,Q3105088,,name-English_table.csv,1
Giacomo Serra,E21 Person,Handmade,Q3105094,,name-English_table.csv,1
Giacomo Soranzo,E21 Person,Handmade,Q110215161,,name-English_table.csv,1
Giacomo Storti,E21 Person,Handmade,R71,,name-English_table.csv,1
Giacomo Torelli,E21 Person,Handmade + Index,Q357872,"182, 183",T_refined.csv; name-English_table.csv,2
Giacomo Triga,E21 Person,Handmade,Q5879238,,name-English_table.csv,1
Giacomo del Pò,E21 Person,Handmade,Q478191,,name-English_table.csv,1
Giacomo della Lena,E21 Person,Handmade + Index,R70,"375; 375, 376, 410",L_refined.csv; name-English_table.csv,3
Giacomo della Porta,E21 Person,Handmade + Index,Q175566,"71, 91",P_refined.csv; name-English_table.csv,2
Giacomo di Castro,E21 Person,Handmade,Q3105105,,name-English_table.csv,1
Giam Pietro Zanotti,E21 Person,Handmade,Q3105136,,name-English_table.csv,1
Giambattista Marino,E21 Person,Handmade + Index,Q332489,"115; 38; 38, 44, 96, 104, 115, 118, 122, 318, 348, 398",M_refined.csv; name-English_table.csv,5
Giambattista Pittoni,E21 Person,Handmade,Q982011,,name-English_table.csv,1
Giambattista Vico,E21 Person,Handmade + Index,Q178709,320,UVWXYZ_refined.csv; name-English_table.csv,3
Giambettino Cignaroli,E21 Person,Handmade + Index,Q327262,"262, 268, 271; 262n",C_refined.csv; name-English_table.csv,3
Giambologna,E53 Place,Handmade + Index,Q220136,"174; 174, 178, 251; 363",G_refined.csv; name-English_table.csv,4
Giammaria Ortes,E21 Person,Handmade,Q545098,,name-English_table.csv,1
Gian Antonio Selva,E21 Person,Handmade,Q363741,,name-English_table.csv,1
Gian Lorenzo Bernini,E21 Person,Handmade + Index,Q256580,"100; 103; 147; 147, 148; 148; 148, 188; 151; 151, 152, 153; 153; 153, 187, 188; 154; 16, 17, 19, 28, 30, 37, 59, 61, 62, 64, 65, 75, 96, 97, 100, 103, 104, 123, 142, 159, 161, 162, 176, 177, 181, 191, 192, 348, 384, 396, 397, 399, 401; 161; 162; 17; 176; 176, 177; 179; 188; 191; 30; 34; 34, 35, 36; 34, 35, 36, 37, 176, 177; 36; 36, 37, 61, 62, 147, 148, 162; 362; 37, 38; 40, 41; 41, 42, 59; 48, 58; 58; 80, 81, 82; 80, 81, 82, 85, 86; 82, 151; 85, 86, 87; 96, 97, 387, 388, 389",B_refined.csv; name-English_table.csv,46
Gian Vittorio Rossi,E21 Person,Handmade,Q3762764,,name-English_table.csv,1
Gianfranco Torcellan,E21 Person,Handmade + Index,Q85836470,394,T_refined.csv; name-English_table.csv,2
Gianjacopo Fontana,E21 Person,Handmade,Q17341083,,name-English_table.csv,1
Giannantonio Moschini,E21 Person,Handmade,Q5558181,,name-English_table.csv,1
Gilles-Marie Oppenord,E21 Person,Handmade + Index,Q958293,285,O_refined.csv; name-English_table.csv,2
"Gimignani, Lodovico",E21 Person,Index,,"6n, 18, 57, 197",G_refined.csv,1
"Ginnasi, Cardinal",E21 Person,Index,,"35, 45",G_refined.csv,1
Gino Damerini,E21 Person,Handmade,Q16271464,,name-English_table.csv,1
Gino Fogolari,E21 Person,Handmade,Q19357545,,name-English_table.csv,1
Gio. Gasparo Baldoini,E21 Person,Handmade,R73,,name-English_table.csv,1
Gioacchino Assereto,E21 Person,Handmade + Index,Q2701986,197,A_refined.csv; name-English_table.csv,2
Giorgio Casini,E21 Person,Handmade,R74,,name-English_table.csv,1
Giorgio Cini Foundation,E53 Place,Handmade,Q1435690,,gio-English_table.csv,1
Giorgio Maria Rapparini,E21 Person,Handmade + Index,Q1525490,"282, 283; 282n",Q-R_refined.csv; name-English_table.csv,3
Giorgio Massari,E21 Person,Handmade + Index,Q976141,"270, 272, 321",M_refined.csv; name-English_table.csv,2
Giorgio Nicodemi,E21 Person,Handmade,Q21329159,,name-English_table.csv,1
Giorgio Pisani,E21 Person,Handmade + Index,R75,"325, 326, 327, 408; 326; 326, 328; 327",P_refined.csv; name-English_table.csv,5
Giorgio Spini,E21 Person,Handmade,Q3765764,,name-English_table.csv,1
Giorgio Vasari,E21 Person,Handmade + Index,Q128027,"21, 159, 330",UVWXYZ_refined.csv; name-English_table.csv,2
Giorgione,E21 Person,Handmade + Index,Q8459,"180, 222, 312, 340, 354, 373; 381, 410",G_refined.csv; name-English_table.csv,3
Giotto,E21 Person,Index,,"212, 325",G_refined.csv,1
Giotto de Bondone,E21 Person,Handmade,Q7814,,name-English_table.csv,1
Giovan Battista Langetti,E21 Person,Handmade,Q1525882,,name-English_table.csv,1
Giovan Battista Ricciardi,E21 Person,Handmade,Q55769135,,name-English_table.csv,1
Giovan Battista Ruoppolo,E21 Person,Handmade + Index,Q1116328,208,Q-R_refined.csv; name-English_table.csv,2
Giovanelli collection,E22 Man-Made Object,Index,,"214n, 262",G_refined.csv,1
Giovanni Adamo,E21 Person,Handmade + Index,Q581481,10,A_refined.csv; name-English_table.csv,2
Giovanni Agostino Cassana,E21 Person,Handmade + Index,Q3106982,227,C_refined.csv; name-English_table.csv,2
Giovanni Ambrogio Mazenta,E21 Person,Handmade,Q3766382,,name-English_table.csv,1
Giovanni Andrea Lazzarini,E21 Person,Handmade,Q3106991,,name-English_table.csv,1
Giovanni Andrea Podestà,E21 Person,Handmade,Q3766406,,name-English_table.csv,1
Giovanni Angelo Canini,E21 Person,Handmade + Index,Q5563665,"154, 161, 187n, 197n",C_refined.csv; name-English_table.csv,2
Giovanni Angelo Montorsoli,E21 Person,Handmade,Q27040,,name-English_table.csv,1
Giovanni Animuccia,E21 Person,Handmade + Index,Q500507,70,A_refined.csv; name-English_table.csv,2
Giovanni Antonio Armanni,E21 Person,Handmade,R76,,name-English_table.csv,1
Giovanni Antonio Belloni,E21 Person,Handmade + Index,R77,203,B_refined.csv; name-English_table.csv,2
Giovanni Antonio Burrini,E21 Person,Handmade + Index,Q1648231,204,B_refined.csv; name-English_table.csv,2
Giovanni Antonio Faldoni,E21 Person,Handmade + Index,Q27493848,343,F_refined.csv; name-English_table.csv,2
Giovanni Antonio Fumiani,E21 Person,Handmade,Q1432600,,name-English_table.csv,1
Giovanni Antonio Guardi,E21 Person,Handmade,Q590969,,name-English_table.csv,1
Giovanni Antonio Pellegrini,E21 Person,Handmade + Index,Q1358364,"251, 258, 276, 282n, 283, 307, 335, 341, 345, 346; 278, 279, 281, 284; 283; 284; 284, 285; 284, 285, 292; 293, 294",P_refined.csv; name-English_table.csv,11
Giovanni Antonio de' Sacchis,E21 Person,Handmade,Q983352,,name-English_table.csv,1
Giovanni Baglione,E21 Person,Handmade + Index,Q983332,"127; 66; 66, 84, 127, 159, 175",B_refined.csv; name-English_table.csv,4
Giovanni Bagutti,E21 Person,Handmade,Q18576264,,name-English_table.csv,1
Giovanni Battista Agucchi,E21 Person,Handmade + Index,Q3766546,"28, 159, 397-398",A_refined.csv; name-English_table.csv,2
Giovanni Battista Albrizzi,E21 Person,Handmade,Q21748854,,name-English_table.csv,1
Giovanni Battista Biffi,E21 Person,Handmade,Q16559762,,name-English_table.csv,1
Giovanni Battista Caracciolo,E21 Person,Handmade + Index,Q18945399,205,C_refined.csv; name-English_table.csv,2
Giovanni Battista Cimaroli,E21 Person,Handmade,Q3766629,,name-English_table.csv,1
Giovanni Battista Contini,E21 Person,Handmade + Index,Q2397634,224,C_refined.csv; name-English_table.csv,3
Giovanni Battista Crescenzi,E21 Person,Handmade + Index,Q1525853,173,C_refined.csv; name-English_table.csv,2
Giovanni Battista Crespi,E21 Person,Handmade,Q1525857,,name-English_table.csv,1
Giovanni Battista Doni,E21 Person,Handmade + Index,Q2739207,"133, 134",D_refined.csv; name-English_table.csv,2
Giovanni Battista Fiammeri,E21 Person,Handmade + Index,Q3107066,67,F_refined.csv; name-English_table.csv,2
Giovanni Battista Foggini,E21 Person,Handmade,Q1353158,,name-English_table.csv,1
Giovanni Battista Fontanella,E21 Person,Handmade,R78,,name-English_table.csv,1
Giovanni Battista Gaulli,E21 Person,Handmade,Q520573,,name-English_table.csv,1
Giovanni Battista Maini,E21 Person,Handmade,Q740440,,name-English_table.csv,1
Giovanni Battista Mercati,E21 Person,Handmade + Index,Q19288545,121n,M_refined.csv; name-English_table.csv,2
Giovanni Battista Mingardi,E21 Person,Handmade + Index,Q16853801,380,M_refined.csv; name-English_table.csv,2
Giovanni Battista Pacichelli,E21 Person,Handmade,Q3766086,,name-English_table.csv,1
Giovanni Battista Pamphilj,E21 Person,Handmade,Q101266,,name-English_table.csv,1
Giovanni Battista Pasquali,E21 Person,Handmade,Q3762420,,name-English_table.csv,1
Giovanni Battista Passeri,E21 Person,Handmade,Q962495,,name-English_table.csv,1
Giovanni Battista Piazzetta,E21 Person,Handmade + Index,Q282670,"262; 262, 263n, 265; 262, 264, 265, 266, 268, 269n, 270, 271, 273, 288, 293, 304, 312, 315, 324, 333, 337n, 340, 345, 351, 375, 376, 377n, 407; 265; 270; 271; 273; 289n; 295; 296; 312, 313, 314; 314; 334, 335, 336; 335, 336; 335n; 336; 355; 355n",P_refined.csv; name-English_table.csv,25
Giovanni Battista Recurti,E21 Person,Handmade + Index,Q110566749,335,Q-R_refined.csv; name-English_table.csv,2
Giovanni Battista Rota,E21 Person,Handmade + Index,Q15695541,312,Q-R_refined.csv; name-English_table.csv,2
Giovanni Battista Salvi,E21 Person,Handmade,Q1345289,,name-English_table.csv,1
