QID,序号,数据来源,部分,原始页码,章节,校对词频,原文英文全名,统一英文全名,别称英文,Unnamed: 0,P19|标签|出生地英文,校对出生地英文,P31|标签|人物属性,P569|标签|出生日期,P570|标签|死亡日期,P20|标签|死亡地英文,P106|标签|职业英文,P27|标签|国籍英文,P101|标签|工作领域英文,P937|标签|工作地点英文,P97|标签|贵族头衔英文,P21|标签|性别英文,P611|标签|所属宗教(合并)#P1416|标签|所属机构#P463|标签|属于...机构成员英文,P119|标签|埋葬地点英文,P140|标签|宗教或世界观英文,P69|标签|受教育于英文,P53|标签|家族英文,P1830|标签|拥有财产英文,P166|标签|获奖英文,P800|标签|著名作品英文,P135|标签|风格英文,P136|标签|创作类型英文,P18|标签|图像,P22|标签|父亲英文,P25|标签|母亲英文,P3373|标签|兄弟姐妹英文,P26|标签|配偶英文,P40|标签|孩子英文,P1038|标签|亲属英文,P451|标签|未婚伴侣英文,P737|标签|受…影响英文,P108|标签|雇主英文,P1066|标签|老师#P184|标签|博士导师英文,P802|标签|学生#P185|标签|博士学生英文,P3342|标签|重要人物英文,P1049|标签|崇拜者英文,P1365|标签|继任者英文,P1366|标签|接任者英文,P859|标签|赞助人英文
Q435501,671,wikidata,第一部分,54,第二章,4,Federico da Montefeltre,Federico da Montefeltre,Duke of Urbino Federico da Montefeltro,546,Gubbio,Gubbio,human,1422,1482,Ferrara,condottiero|patron of the arts,Duchy of Urbino,,,duke,male,,church of San Bernardino,Catholic Church,,House of Montefeltro,,Order of the Garter,,,,,Guidantonio da Montefeltro,Elisabetta degli Accomanducci,Violante da Montefeltro|Oddantonio da Montefeltro|Seraphina Sforza|Aura da Montefeltro,Gentile Brancaleoni|Battista Sforza,Guidobaldo da Montefeltro|Giovanna Felicita Feltria della Rovere|Agnese di Montefeltro|Elisabetta of Montefeltro|Antonio da Montefeltro|Elisabetta bâtarde di Montefeltro|Gentile da Montefeltro,Giovanni della Rovere|Fabrizio I Colonna|Roberto Malatesta,,Bernardino of Siena,Alfonso V of Aragon,Vittorino da Feltre,,,,,,
Q1089074,672,wikidata,第一部分,"55,75,111",第二章,3,Federico Zeri,Federico Zeri,,547,Rome,Rome,human,1921,1998,Mentana,art critic|art historian,Italy,,Italy|Rome|Milan|United States of America,,male,Académie des beaux-arts|Accademia delle Arti del Disegno,,,Sapienza University of Rome,,,Order of Freedom of the Republic of Slovenia|Knight Grand Cross of the Order of Merit of the Italian Republic|Honorary doctor of the University of Bologna|Gold Medal of the Italian Order of Merit for Culture and Art,,,,,,,,,,,,,,Pietro Toesca,,,,,,
Q345605,673,wikidata,第一部分,"17,30,66",第一章,2,Federico Zuccaro,Federico Zuccari,Federico Zuccaro|Federico Sucarus|Federico Zuccheri|Federigo Zuccaro|Federico Zucchero|Federico Zuchero|Frederico Zucchero|Federigo Zucchero|Federico Çucar|Federico Zucchari|Federico Zuccoro|Federigo Zuccheri|Federicus de Zuccaris|Frederic Zuccheri|Federico Zuccero|Federico Zuccarro|Federicus De Zuccaris|Federico Zucharo|Cavaliere Federigo Zuccaro|Fred Zucchero|Frédéric Zucaro|Federico Zuccati|Zuchero|Fréderic Zuccaro|Frédéric Zucchero|Zuccherio|Zuccaro|Zucchero|Fred. Zucchero|Zuccari|Zucherrey|F. Zuccaro|Frederico Zuccaro|Zuccare|F. Zuccari|Zuchero.|Fr. Zuccaro|Frederigo Zucchero|Federico çucar|F. Zuchero|Fed.co Zucca|Zuccoro|Zuchoro|Zuccarato pittor romano|Fredéric Zuccharo|Fred. Zuccaro|Fed. Zuccaro|Zucherro|Frederick Zuccharo|Zuccemo|Federigo Zuccari|Federico Zucca|Zucharo|Ferigo Zuccari|Zucari|F. Zuccarro|Fred. Soccario|federico zuchari|Zuccero|fr. zuccaro|Fedele Zuccaro|Frederic Segaro|Frederic Zucheri|Zuccaro Federico|Federicco Zuccheri|F. Zucchero|Fred. Zuccharo|Frederick Zucchero|Zuccarro|Zucchari|Zuccharo|Frédéric Zuccharo|Federico Zuccaro o Zuccari,548,Sant'Angelo in Vado,Sant'Angelo in Vado,human,1539,1609,Ancona,painter|architect|drawer|art theorist|designer|visual artist,Italy,art of painting|architecture,Florence|Rome|London,,male,Accademia di San Luca|Accademia delle Arti del Disegno,,,,,,,,Renaissance,portrait,,Ottaviano Zuccari,,Taddeo Zuccari,,,,,,,Taddeo Zuccari|Giorgio Vasari,,,,,,
Q5441673,674,wikidata,第三部分,326327408,第十二章,3,Felice Boscarati,Felice Boscaratti,Felice Boscarati|Felice Bosacarati|Felice Boscarato,549,Verona,Verona,human,1721,1807,Venice,painter,Republic of Venice,,Rome|Verona|Venice,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q133350,675,wikidata,第一部分,"4,16,23,24,25,27,162",第一章,7,Felice Piergentile,Sixtus V,Pope Sixtus V|Felice Peretti di Montalto|Papa Sixto V|Sixtus PP. V|Sixtus V. Papst|pape Sixte V|Pope Sixte-Quint|papa Sisto V|Felice Peretti|Pope Sisto V,550,Grottammare,Grottammare,human,1520,1590,Rome,Catholic priest|Catholic deacon|Catholic bishop,Papal States,,Rome|Papal States,,male,Conventual Franciscans,Basilica di Santa Maria Maggiore,Catholic Church,,,,,,,,,Piergentile Peretto,Marina,Maria Felice Mignucci Peretti,,,Michele Peretti|Alessandro Peretti di Montalto|Flavia Peretti Damasceni|Francesco Peretti di Montalto,,,University of Bologna,,,,,,,
Q1402999,676,wikidata,第三部分,409,第十七章,1,Felice Salimbeni,Felice Salimbeni,,551,Milan,Milan,human,1712,1755,Municipality of Vrhnika,artist|singer|opera singer,,,Rome,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q712531,677,wikidata,第二部分,203227348,第八章,3,Felice Torelli,Felice Torelli,Torelli|F. Torelli,552,Verona,Verona,human,1667,1748,Bologna,painter,Republic of Venice,,Verona|Bologna,,male,,,,,,,,,,,,,,,Lucia Casalini Torelli,Stefano Torelli|Anna Torelli,,,,,Santi Prunati|Giovanni Gioseffo dal Sole,Gaetano Gandolfi,,,,,
Q33743656,678,wikidata,第三部分,295344,第十章,2,Felicita Sartori,Felicita Sartori,Felicita Hoffmann,553,Pordenone,Pordenone,human,1714,1782,Sacile,visual artist,,art of painting,,,female,,,,,,,,,Rococo,,,,,,Franz Joseph Hoffmann,,,,,,,,,,,,
Q691402,680,wikidata,第二部分,"172,结论",第七章,1,Felipe Domingo Víctor,Philip IV of Spain,Felipe IV,554,Valladolid Royal Palace,Valladolid Royal Palace,human,1605,1665,Madrid,monarch|ruler|politician|art collector,Spain,,Madrid,Rey de las Españas|King of Aragon|King of Portugal and the Algarves|Lord of the Netherlands|duke of Milan|count of Holland|count of Burgundy|Duke of Brabant|King of Castile|Count of Barcelona|King of León|King of Navarre|King of Galicia|King of Granada|King of Jerusalem|king of Sardinia,male,,Royal Crypt of the Royal Monastery of San Lorenzo de El Escorial,Catholic Church,,Spanish House of Habsburg,Torre de la Parada|Saint George and the Dragon|Jupiter and Antiope|The Rape of Helen|Hieronymus Bosch tapestry series,Knight of the Order of the Golden Fleece|Grand Master of the Order of the Tower and Sword,,,,,Philip III of Spain,"Margaret of Austria, Queen of Spain",Cardinal-Infante Ferdinand of Austria|Infante Carlos of Spain|Anne of Austria|Maria Anna of Spain|Infante Alonso of Austria|Infanta Margarita of Spain|Infanta Maria of Austria,Elisabeth of France|Mariana of Austria,"Balthasar Charles|Maria Theresa of Spain|Margaret Theresa of Spain|Philip Prospero, Prince of Asturias|Charles II of Spain|John of Austria the Younger|Alonso Henríquez de Santo Tomás|Alonso Antonio de San Martín|Carlos Fernando de Austria y Manrique|Juan Cossío|Fernando Tomás de Austria|Marie Margarita von Habsburg|Margarita Catalina von Habsburg|Infanta Maria Eugenia of Spain|Isabella Teresa von Habsburg|Francisco Fernando Isidro de Austria|Anna Antonia von Habsburg|Maria von Habsburg|Ana Margarita de San José","Philip II of Spain|Anna of Austria, Queen of Spain|Maria Anna of Bavaria|Charles II, Archduke of Austria|Philip V of Spain",María Calderón|Tomasa Aldana|Ana María de Uribeondo|Casilda Manrique de Luyando y Hurtado de Mendoza|Catalina Manrique,,,,,,,,,
Q62559508,681,wikidata,第一部分,"14,95",第一章,3,Ferdinand Boyer,Ferdinand Boyer,,555,Nîmes,Nîmes,human,1892,1976,Boissy-Saint-Léger,teacher|art historian,France,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q465178,682,wikidata,第一部分,"VIII,213,229,230,231,234,235,236,237,238,239,240,241,结论,403,404",第一章,16,Ferdinando de' Medici,Ferdinando de' Medici,Ferdinando de' Medici,556,Florence,Florence,human,1663,1713,Florence,composer,,,Florence,prince,male,Accademia della Crusca,Basilica of San Lorenzo,Catholicism,,House of Medici,Madonna with the Long Neck|Madonna del Granduca,,,,,,"Cosimo III de' Medici, Grand Duke of Tuscany",Marguerite Louise d'Orléans,Gian Gastone de' Medici|Anna Maria Luisa de' Medici,Violante Beatrice of Bavaria,,,,,,,,,,,,
Q472851,683,wikidata,第三部分,367,第十五章,1,Ferdinand Ernst Joseph Gabriel von Waldstein,Count Ferdinand Ernst Gabriel von Waldstein,Count Ferdinand Ernst Joseph Gabriel von Waldstein und Wartenberg,557,Vienna,Vienna,human,1762,1823,Vienna,patron of the arts|military personnel|composer,Austrian Empire,,Bonn,count,male,,,,,House of Waldstein,,,,,,,Emanuel Philibert von Waldstein-Wartenberg,Princess Maria Anna Theresia of Liechtenstein,Francis Adam of Waldstein-Wartenberg|Johann Friedrich von Waldstein-Wartenberg|Joseph Karl Emanuel Waldstein,Isabela Marie Rzewuská,Ludmila Antonie Franziska Marie Klementina Waldstein-Wartenberg,,,,,,,,,,,
Q60438,684,wikidata,第二部分,193,第七章,1,Ferdinand Maria,"Ferdinand Maria, Elector of Bavaria","Elector of Bavaria, 1636-1679 Ferdinand Maria|Ferdinand Maria",558,Munich,Munich,human,1636,1679,Oberschleißheim,politician|Imperial vicar,Electorate of Bavaria,,,duke|Prince-Elector,male,,Theatine Church,,,House of Wittelsbach,Nymphenburg Palace,Knight of the Order of the Golden Fleece,,,,,"Maximilian I, Elector of Bavaria",Archduchess Maria Anna of Austria,"Maximilian Philipp Hieronymus, Duke of Bavaria-Leuchtenberg",Princess Henriette Adelaide of Savoy,"Maria Anna Victoria of Bavaria|Maximilian II Emanuel, Elector of Bavaria|Joseph Clemens of Bavaria|Violante Beatrice of Bavaria",,,,,,,,,,,
Q99237902,685,wikidata,第二部分,207208,第八章,2,Ferdinand van den Einden,Ferdinand van den Eynde,Ferdinand van den Eynde|Ferdinando Vandeneynden,559,Naples,Naples,human,,1674,Naples,,,,,,male,,,,,Van den Eynde (family),,,,,,,Jan van den Eynde,,,,,,,,,,,,,,,
Q714792,686,wikidata,第三部分,"267,312,10,125,175,177,216",第九章,7,Ferdinando Carlo Gonzaga,Ferdinando Carlo Gonzaga,"Ferdinando Carlo Gonzaga-Nevers|Carlo IV Gonzaga, 9th Duca di Mantova|Ferdinando Carlo Gonzaga",560,Revere,Revere,human,1652,1708,Padua,aristocrat,,,,duke,male,,Basilica Palatina di Santa Barbara,,,House of Gonzaga,,,,,,,"Charles II, Duke of Mantua and Montferrat",Archduchess Isabella Clara of Austria,,Anna Isabella Gonzaga|Suzanne Henriette of Lorraine,Giovanni Gonzaga|Carlo Gonzaga,,,,,,,,,,,
Q43396952,687,wikidata,第一部分,"31,136,137,207",第五章,1,Ferdinando Colonna,Ferdinando Colonna of Stigliano,"Ferdinando Colonna di Stigliano, II principe di Sonnino",561,Naples,Naples,human,1695,1775,Naples,,,,,,male,,,,,,,,,,,,"Giuliano Colonna of Stigliano, 1st Prince of Sonnino",Giovanna van den Eynde,,,"Marcantonio Colonna of Stigliano, 3rd Prince of Sonnino",,,,,,,,,,,
Q1366303,688,wikidata,第一部分,166,第六章,2,Ferdinando d'Adda,Ferdinando d'Adda,,562,Milan,Milan,human,1650,1719,Rome,Catholic priest,Duchy of Milan,,,,male,,,Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,
Q297483,690,wikidata,第一部分,76178212366371,第三章,5,Ferdinando I de' Medici,Ferdinando I de' Medici,"granduca di Toscana Ferdinando I|Grand Duke of Tuscany Ferdinand I|Grand-Duke of Tuscany Ferdinando I|Ferdinando de, Grand-Duke of Tuscany Medici",563,Florence,Florence,human,1549,1609,Florence,Catholic priest|politician|patron of the arts,Grand Duchy of Tuscany,politics|governance|art patronage,Florence|Rome,grand duke,male,,Cappella dei Principi,Catholic Church,,House of Medici,Medusa,,,,,,"Cosimo I de' Medici, Grand Duke of Tuscany",Eleanor of Toledo,Bia de' Medici|Lucrezia de' Medici|Isabella de' Medici|Virginia de' Medici|Princess Maria de' Medici of Tuscany|Giovanni de' Medici|Garzia de' Medici|Pietro de' Medici|Don Giovanni de' Medici|Francesco I de' Medici|Pedricco de' Medici,Christina of Lorraine,Cosimo II de' Medici|Princess Maria Maddalena de' Medici of Tuscany|Catherine de' Medici|Carlo de' Medici|Claudia de' Medici|Lorenzo de' Medici|Princess Eleonora de' Medici of Tuscany|Francesco di Ferdinando de' Medici|Filippino de' Medici,,,,,,,,,,,
Q68868116,691,wikidata,第三部分,403,第十七章,1,Ferdinando II,Ferdinando de’ Medici,,564,,,human,,,,Catholic priest|Catholic bishop,,,,,male,,,Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,
Q1762520,693,wikidata,第一部分,136210,第五章,1,Fernando Afán de Ribera,Fernando Afán de Ribera,Fernando Enriquez d'Affan de la Riviera|Fernando Afán de Rivera y Enríquez,565,Seville,Seville,human,1583,1637,Villach,politician|diplomat|military officer,Spain,,,margrave|Governor of Milan,male,,,,,,,,,,,,,,Fernando Enríquez de Ribera,,Payo Enríquez de Rivera,,,,,,,,,,,
Q98111606,694,wikidata,第一部分,123124,第五章,3,Ferrante Carlo,Ferrante Carlo,Ferdinando Carli|Ferrante Carli,566,Parma,Parma,human,1578,1641,Rome,writer|art collector|literary|merchant,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q70910,695,wikidata,第三部分,"267,335'310'341'361'407",第九章,8,Field Marshall Schulenburg,Johann Matthias von der Schulenburg,"Johann Matthias Schulenburg Graf von der|Johann Matthias, Graf von der Schulenburg",567,Emden,Emden,human,1661,1747,Verona,military personnel|art collector,Germany,,Venice,,male,,,,,,,,,,,,Gustavus Adolphus von der Schulenburg,,"Melusine von der Schulenburg, Duchess of Kendal|Margarethe Gertrud Baronin von der Schulenburg",,,,,,,,,,,,,
Q979574,696,wikidata,第一部分,"15,17,19,22,23,34,49,82,88,89,90,97,102,121,135,136,137,138,139,142,143,151,153,154,158,174,176,178,183,197,198,211,212,231,264",第一章,48,Filippo Baldinucci,Filippo Baldinucci,F. Baldinucci|Sincero Veri,568,Florence,Florence,human,1625,1697,Florence,art historian|politician|painter|historian|writer,,,Florence|Mantua|Rome,,male,Accademia della Crusca|Accademia delle Arti del Disegno,,,,,,,Artists in biographies by Filippo Baldinucci,,,,,,,,,,,,,,,,,,,
Q112228632,697,wikidata,第三部分,347,第十四章,1,Filippo Bosdari,Filippo Bosdari,Filippo de Bosdari,569,Bologna,Bologna,human,1874,1956,Bologna,politician,Kingdom of Italy,,,count,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q174330,698,wikidata,第一部分,103,第四章,1,Filippo Brunelleschi,Filippo Brunelleschi,Filippo Brunellesco|Filippo di ser Brunellesco Lippi|Filippo di ser Brunellesco|Filippo di Ser Brunelleschi|Filippo Brunelleski|Brunelleschi|Brunellesco,570,Florence,Florence,human,1377,1446,Rome,sculptor|civil engineer|engineer|architect|goldsmith,,Renaissance architecture,Florence|Rome,,male,,Florence Cathedral,,,,,,Florence Cathedral|Pazzi Chapel|Crucifix in Santa Maria Novella|Hospital of Innocents|Basilica of San Lorenzo|Santo Spirito|Church of St. Mary of the Angels|Sagrestia Vecchia|Rocca del Brunelleschi,Early Renaissance,,,,,,,,Andrea Cavalcanti,,,,,Michelozzo|Andrea Cavalcanti,,,,,
Q15410619,699,wikidata,第一部分,"55,56,57",第二章,3,Filippo Clementi,Filippo Clementi,,571,Bologna,Bologna,human,1857,1909,Rome,composer,Kingdom of Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q878288,700,wikidata,第一部分,"32,156",第二章,2,Filippo Colonna,Marcantonio II Colonna,"Don Marcantonio II Colonna, 3. Principe e Duca di Paliano|Prince of Paliano",572,Lanuvio,Lanuvio,human,1535,1584,Medinaceli,military personnel|politician|patron of the arts,Papal States,,,duke|prince,male,,Collegiata di Sant'Andrea,,,House of Colonna,,,,,,,Ascanio I Colonna,Giovanna d'Aragona,,,Fabrizio Colonna|Donna Vittoria Colonna|Ascanio Colonna,,,,,,,,,,,
Q3745158,701,wikidata,第一部分,138396,第五章,2,Filippo Corsini,Filippo Corsini,Filippo Andrea Corsini,573,,,human,1873,1926,,politician,Kingdom of Italy,,,marquess,male,,,,,Corsini family,,,,,,,Tommaso Corsini,,,,,,,,,,,,,,,
Q3071925,702,wikidata,第一部分,29,第二章,1,Filippo d'Angeli,Filippo d'Angeli,,574,Rome,Rome,human,1600,1660,Rome,painter,,,,,male,,,,,,,,,Baroque,,,,,,,,,,,,,,,,,,
Q2705609,703,wikidata,第一部分,93,第三章,1,Filippo della Valle,Filippo della Valle,Filippo Valle|Filippo Della Valle,575,Florence,Florence,human,1698,1768,Rome,sculptor,,,Florence|Rome,,male,Accademia delle Arti del Disegno,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556042,704,wikidata,第三部分,"'322,361,362,363,364,368",第十二章,6,Filippo Farsetti,Filippo Farsetti,Filippo Vincenzo Farsetti,576,Venice,Venice,human,1703,1774,Venice,patron of the arts,Republic of Venice,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3071896,705,wikidata,第一部分,155156336,第六章,3,Filippo Gherardi,Filippo Gherardi,Lucchesini Gherardi|Sancasciani|Sancasciani Gherardi|Lucchesini|luchesi arlievi de Pietro da Cortona|Filippo Ghirardi|Lucchesini [Gherardi]|Ghirardi|Luchesi|luchesi arlevi de Pietro da Cortona|Gherardi|Lucchesi,577,Lucca,Lucca,human,1643,1704,Lucca,painter,,,Venice,,male,,,,,,,,,,,,,,,,,,,,,Pietro Paolini,,,,,,
Q85000,706,wikidata,第一部分,164202296297,第六章,4,Filippo Juvarra,Filippo Juvarra,Filippo Juarra|Filippo Ivara|Filippo Ivvara|Filippo Juvara|Filippo Hovara|Filippo Juara|Iuvara|Dom Philippe Juvara|P. Juivarra|Don Philippe Juvarra|Filippo Iuvara|Juvara,578,Messina,Messina,human,1678,1736,Madrid,architect|designer|engineer|urban planner|scenic designer|scenographer,Kingdom of Sicily,architecture|scenic design,,,male,,,,,Juvarra,,,Basilica of Superga|Palazzo Birago di Vische|Project of Filippo Juvarra for the Royal Palace of Madrid,baroque architecture,,,,,,,,,,,,,,,,,,
Q3071902,707,wikidata,第一部分,19122197,第一章,3,Filippo Lauri,Filippo Lauri,Philippe Lauri|Philippo Laura|Philippo Lauri|Filippo Laurie|P. Lauri|Filipo Lauri|Philip of Laura|Philipa Laura|Pilippo Laura|Filippo del Lauro|Phil. Laura|Filippo Lauro|Phillipi Laura|Filippo Laure|Filippo Laura|Phil. Lauri|Filippo di Lauro|Philippe Laur|P. Laura|Fillippo Laura|Phillippo Laura|Phillipo Lauri|Filippo Lawri|Filippo Lavoro|Phillipo Laura|P. Laur|Ph. Laura|Fillipo Laura|Phil Lauri|Philipo Lauri|Philipo Laura|Philippe Lauro|P. Laury|Philippe Laure|P. Lauro|Philippe Laury|Filippo Laudi|Philippe Lare|P. Laure|Filippo lavoro|Philyppo Laura|Phillip Laura|Laurie|Philipp Lauri|f: Lauro|P. Laurie|P.O. Laura|F. Lawri|Philippo Lauro|Fil. Lauro|Lavori|Fil. Laura|Philippus Laury|Ph. Laur|Philiplori|Phillipo Lauro|Ph. Laure|Filippo Lavori|Ph. Lauri|Philip. Lor.|Ph. Laury|Philppe Lauri|Lauri Ph.|Philippe Lord|Fillipo Lauri|Fillipo Lauro|Laura|Lauri|&c. F. Lauri|Phillipi Lauri|Philippe-Laure|P. a Laura|Phillippo Lauri|Philippe Lor|F. Laurie|Ph.Laurri|Philipo Lawra|F Lauri|Philipo Lauro|F. Lavra|Philippe Lorry|Phillipi Laurie|Philippe Lorri|Filipo Lauro|F. Lauri|F. Lauro|F. Laure|Phillip a Laura|Fileppo Lauri|Fillippo Lauri|Ph. Laurri|Fill. Lauro|Fill. Laura|felippo Lauri|Philip Lauri|P. Lanri|Philip Laura|Philip Laury|F. Laura,579,Rome,Rome,human,1623,1694,Rome,painter,Papal States,,Rome,,male,,,,,,,,Apollo Flaying Marsyas|St. Francis in Extasy|Alpheus Chasing Arethusa,,,,Balthasar Lauwers,,,,,,,,,,,,,,,
Q601644,708,wikidata,第一部分,"50,95",第二章,2,Filippo Napoletano,Filippo Napoletano,"Il Napolitano|Felippo Napoletano|Filippo di Liagno|Filippo Dell'Agni|Filippo degli Angeli|Teodor|Filippo dell'Angeli|Filippo degl'Angioli|Filipo de Ligorno|Felippo Napolitano|Filippo De Angelis|Ph. Napolitain|Filippo de Liano d' Angeli|Phillipe Napolitano|Filippo Napolitano|d'Angelo, de Liagno, de Llano d'Angeli|Filippo D' Angeli|Filippo di Liviano|Filippo Liagnio|Filippo Di Lagno|Filippo degl'Angeli|Filippo De Liano|Filippo D'Angeli|Filippo Leni|Filippo de gli Angioli|Filippo d' Angeli|Filippo De Llaño|Il Napoletano|Filippo Napoletano Angeli|Philippo Neapolitano|Teodoro Filippo de Liagno|Filippo d'Angeli|Philippe Napolitain|Filippo Napulitano|Filippo Llano|Felippo dell'Angeli|Filippo Angeli|Filippo Teodoro di Liagno|Le Napolitain|sur nommé le Napolitain Ph. de Liano|Philippe Napolitius|Philip de Neapolitano|Philippe Napolitana|Philippe de Liano|Philippe Napoletaud|Ph.e Napolitano|Philip le Napolitain|Philippes Neapolitain|Filippo alto pittor napolitano|Fil. Neapolitano|Philip Napolitaen|Leni|Philip Napoletano|Ph.^Te^R Napolitano|Ph. Napoletano|Felippo Nap.no|Philipo Napolitano|dit le Napolitain Ph. Angeli|Phil. D'Angeli|P. Neapolitano|surnommé le Napolitain Philippe de Liano|filipo de ligorno|felippo|Fillippo Napolitano|Philippe le Napolitain|felippo napolitano|Ph. le Napolitain|Filippo napulitano|P. Napolitain|filippo di liviano|Filippe Napolitano|Napolitain Philippe|dit le Napolitain Philippe de Lione|P. Neapolitina|Phillippo d'Angelleys|Filip. Napolit.",580,Naples,Naples,human,1589,1629,Rome,painter|etcher,,,Florence|Rome|Naples,,male,,,,,,,,,,genre painting|landscape painting|still life,,,,,,,,,,,,,,,,,
Q3746370,709,wikidata,第二部分,214269274,第八章,3,Flaminio Corner,Flaminio Corner,Flaminio Cornaro,581,Venice,Venice,human,1693,1778,Venice,historian,Republic of Venice,,,,male,,,,,House of Cornaro,,,,,,,,,,,,,,,,,,,,,,
Q170164,710,wikidata,第三部分,271,第九章,1,Flavia Julia Helena,Helena Augusta,Helena|Aelena|St. Helen|Saint Helena|Julia Flavia Helena|Flavia Julia Aelena|Beata Aelena|St. Helena|Santa Helena|Flavia Helena|Julia Augusta|Helena of Constantinople|Sancta Helena|Flavia Aelena|Flavia Iulia Helena Augusta|Flavia Julia Helena Augusta|Helena Chlori|Helena of Colchester|Saint Helen,582,Helenopolis,Helenopolis,human,250,330,Constantinople,politician,Ancient Rome,,,Augusta,female,,Mausoleum of Helena,Christianity,,Constantinian dynasty,,,,,,,Coel Hen,,,Constantius Chlorus,Constantine the Great,,,,,,,,,,,
Q368700,711,wikidata,第一部分,8139140154187,第一章,5,Flavio Chigi,Flavio Chigi,,583,Rome,Rome,human,1711,1771,Rome,Catholic priest|Catholic deacon|Catholic bishop,Republic of Venice,,,duke,male,,,Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,
Q209644,712,wikidata,第三部分,258,第九章,1,Flora,Flora,,584,,,Roman deity,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7780,713,wikidata,第二部分,231241348,第八章,3,Fra Bartolommeo,Fra Bartolomeo,Baccio della Porto|Fra Bartolommeo,585,Prato,Prato,human,1472,1517,Florence,painter|drawer,Republic of Florence,art of painting,Florence,,male,Dominican Order,,Catholic Church,,,,,Vision of St Bernard with Sts Benedict and John the Evangelist|Lamentation|God the Father with Sts Catherine of Siena and Mary Magdalen|The Holy Family with the Infant John the Baptist,Renaissance,religious painting,,,,,,,,,,,Piero di Cosimo|Cosimo Rosselli,Ridolfo del Ghirlandaio,,,,,
Q1440305,714,wikidata,第一部分,"200,201",第六章,2,Fra Galgario,Fra Galgario,"Giuseppe Vittore Ghislandi|Vittore Ghislandi|Fra' Galgario|Giuseppe Ghislandi|Galgario|Vittore Giuseppe Ghislandi|Paulotto il Frate|Giuseppe Galgario|Fra Vittore Galgario|Fra' Galgario Ghislandi|Fra' Vittore Ghislandi|Fra Paolotto|Fra Vittore di Galgario|Fra Vittorio Ghislandi|Fra Vittore Ghislandi|Fra' Paolotto Ghislandi|Padre Paolotto|Ghislandi|Fra Vittore Ghislondi|gen. Il Frate Paolotto Vittore Ghislandi|Vittore detto Fra Gargario Ghirlandi|Giuseppe, called Fra Vittore di Galgario Ghislandi|Victor Ghislandi|fra vittorio ghislandi",586,Bergamo,Bergamo,human,1655,1743,Bergamo,painter,,art of painting,Venice|Milan|Bergamo|Bologna,,male,Order of the Minims,,,,,,,Portrait of an Old Lady|Portrait of a Man,,portrait,,,,,,,,,,,,,,,,,
