QID,序号,章节,原文英文全名,统一英文全名,P170|标签|创建者英文,P31|标签|实例英文,P571|标签|创作年,P17|标签|国家英文,P495|标签|原产国英文,P2048|标签|高度,P2049|标签|宽度,P195|标签|收藏英文,P276|标签|位置英文,P18|标签|图片英文,P921|标签|主要主题英文,P135|标签|运动英文,P1071|标签|创作地点英文,P88|标签|委托英文,P84|标签|建筑师英文,P149|标签|建筑风格英文,词频,页码,P859|标签|委托人/赞助人英文,P608|标签|展示地英文,T195|标签|收藏方英文,T9|标签|作者国籍英文,T6|标签|现存城市英文,T8|标签|作品属性英文
A270,973,第二章,The Sacrifice of Polyxena,The Sacrifice of Polyxena,Pietro da Cortona,,,,,,,,,,,,,,,,1,39,Marcello Sacchetti,,,Italian,,Mythology (Greek mythology)
A271,979,图版目录,The stoning of Zechariah,The stoning of Zechariah,Giannantonio Fumiani,,,Italy,,,,,,,,,,,,,1,XIV,Ferdinand de' Medici,,Uffizi Gallery,Italian,Florence,Religious themes (Biblical stories)
A272,982,第九章,The Three Angels visiting Abraham,The Three Angels visiting Abraham,Francesco Fontebasso,,,Italy,,,,,,,,,,,,,1,272,Society of Jesus,,,Italian,Venice,Religious themes (Biblical stories)
A273,983,第十章,The Three Graces,The Three Graces,Marcantonio Franceschini,,,Germany,,,,,,,,,,,,,1,283,"Johann Wilhelm, Elector Palatine",,,Italian,Munich,Mythology (Roman mythology)
A274,990,第十章,The Visitation,The Visitation,Sebastiano Ricci,,,United Kingdom,,,,,,,,,,,,,1,280,"Henry Bentinck, 1st Duke of Portland",Buckinghamshire Bulstrrode Park country house,,Italian,,Religious themes (Biblical stories)
A275,991,第七章,"The War between the Romans and the Sabines, and Coriolanus and his Mother","The War between the Romans and the Sabines, and Coriolanus and his Mother",Giovanni Francesco Barbieri,,,,,,,,,,,,,,,,1,185,Louis Phélypeaux de La Vrillière,,,Italian,,History (Ancient history)
A276,992,,The Woman taken in Adultery,The Woman taken in Adultery,Micco Spadaro,,,,,,,,,,,,,,,,1,207,,,,,,
A277,993,第六章,Third Colonnade for St. Peter's Square (unfinished),Third Colonnade for St. Peter's Square (unfinished),,,,,,,,,,,,,,,,,,162,Pope Innocent XI,St. Peter's Basilica,,,,Architecture
A278,994,第九章,"Three Dominican Saints: Vincent, Hyacinth and Lawrence","Three Dominican Saints: Vincent, Hyacinth and Lawrence",Giovanni Battista Piazzetta,,,Italy,,,,,,,,,,,,,1,271,Gesuati Order,,,Italian,Venice,Religious themes (Saints' lives)
A279,996,第十三章,Tiepolo's Etchings,Tiepolo's Etchings,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,,341,Antonio Maria Zanetti,,,Italian,,Printmaking
A280,998,第五章,Titus,Titus,Salvator Rosa,,,,,,,,,,,,,,,,1,141,Niccolò Simonelli,Pantheon,,Italian,,Portrait
A281,1004,第九章,Tre Animali,Tre Animali,Luca Giordano,,,,,,,,,,,,,,,,1,250,Labia Family,,,Italian,,Religious themes (Religious allegory)
A282,1006,,Triumph of the Arts,Triumph of the Arts,Gian Domenico Tiepolo,,,,,,,,,,,,,,,,1,256,Cordellina Carlo,,,,,
A283,1007,第九章,Triumph of the Faith,Triumph of the Faith,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,1,273,Santa Maria della Pietà,Santa Maria della Pietà,,Italian,Venice,Religious themes (Religious allegory)
A284,1016,第十五章,Two Baskets of Fruit and Flowers,Two Baskets of Fruit and Flowers,Antonio Canova,,,Italy,,,,,,,,,,,,,,361,Filippo Farsetti,Villa Falsetti,,Italian,Padua,Still life
A285,1018,第九章,Un trionfo d'armi,Un trionfo d'armi,Luca Giordano,,,,,,,,,,,,,,,,1,250,Labia Family,Rabia Palace,,Italian,,Symbolism
A286,1019,,una favola d'Enea,una favola d'Enea,Antonio Balestra,,,,,,,,,,,,,,,,1,225,Raimondo Buonaccorsi,,,,,
A287,1021,第七章,Vanita,Vanita,Domenico Piola,,,,,,,,,,,,,,,,1,194,"John Cecil, 5th Earl of Exeter",,,Italian,,Fable
A288,1025,第十七章,Varj Capriccj,Varj Capriccj,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,,477,Girolamo Manfrin,,,Italian,Venice,Daily life (Genre painting)
A289,1034,图版目录,Venus and Adonis,Venus and Adonis,Sebastiano Ricci,,,Italy,,,,,,,,,,,,,1,XIV,House of Medici,,Palazzo Pitti,Italian,Florence,Mythology (Ancient Greek mythology)
A290,1036,第五章,Venus and Adonis,Venus and Adonis,Luigi Scaramuccia,,,,,,,,,,,,,,,,1,124,Niccolò Simonelli,,,Italian,,Mythology (Ancient Greek mythology)
A291,1039,第十三章,Venus Leaving the Bath,Venus Leaving the Bath,Antonio Gai,,,,,,,,,,,,,,,,,335,Carl Gustaf Tessin,,,Italian,,Mythology
A292,1040,,Venus Mourning over the Death of Adonis,Venus Mourning over the Death of Adonis,Giovanni Francesco Barbieri,,,,,,,,,,,,,,,,1,182,Cardinal Mazarin,,,,,
A293,1042,第八章,Venus playing with Cupid,Venus playing with Cupid,Niccolò Cassana,,,,,,,,,,,,,,,,1,234,Ferdinand de' Medici,,,Italian,,Mythology (Roman mythology)
A294,1053,第十四章,View of the Grand Canal,View of the Grand Canal,Giovanni Antonio Canal (Canaletto),,,,,,,,,,,,,,,,,542,Francesco Algarotti,,,Italian,,Landscape
A295,1058,,Vigilance,Vigilance,Andrea Ferrerio,,,,,,,,,,,,,,,,1,221,,archbishop's palace,TommasoRuffo,,,
A296,1059,第十一章,Vigilie di S. Pietro,Vigilie di S. Pietro,Antonio Canal,,,,,,,,,,,,,,,,1,316,Sigismund Streit,,Sigismund Streit,Italian,,Daily life (Genre painting)
A297,1061,图版目录,Village Scene,Village Scene,Marco Ricci,,,,,,,,,,,,,,,,1,XV,,,,Italian,,Landscape
A298,1062,图版目录,Vincenzo Giustiniani,Vincenzo Giustiniani,Claude Mellan,,,,,,,,,,,,,,,,1,XIII,Giustiniani Family,,,French,,Portrait
A299,1063,第五章,Virgin and Child holding Rosaries with Saints Catherine and Dominic,Virgin and Child holding Rosaries with Saints Catherine and Dominic,Giovanni Battista Salvi da Sassoferrato,,,Italy,,,,,,,,,,,,,1,131,Princess of Rossano,,,Italian,Rome,Religious themes (Saints' lives)
A300,1065,第二章,Virgin protecting the city of Spoleto,Virgin protecting the city of Spoleto,Nicolas Poussin,,,United Kingdom,,,,,,,,,,,,,1,46,Francesco Barberini,Didwich,,French,London,Religious themes (Religious allegory)
A301,1078,第八章,Women washing their Laundry at a Fountain,Women washing their Laundry at a Fountain,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,238,Ferdinand de' Medici,,,Italian,,Daily life (Genre painting)
A302,1092,第六章,Youth rescued from the Pleasures of Venus,Youth rescued from the Pleasures of Venus,Bernardino Mei,,,,,,,,,,,,,,,,1,154,Flavio Chigi,The villa in the Place of the Annunciation,,Italian,,Fable
A303,1093,图版目录,Zaccaria Sagredo,Zaccaria Sagredo,Giovanni Antonio Faldoni,,,Italy,,,,,,,,,,,,,10,"XV,152,263,264,263,264,265,267,346,329",Sagredo Family,,Museo Corre,Italian,Venice,Portrait
A308,86,第十四章,Atalanta,,Francesco Zuccarelli,,,,,,,,,,,,,,,,1,351,Francesco Algarotti,,,Italian,,Mythology (Ancient Greek mythology)
A309,465,第一章,Madonna,Madonna,Giovanni Lanfranco,,,,,,,,,,,,,,,,1,15,Don Fabrizio Valguarnera,,,Italian,,Religious themes (Biblical stories)
A310,467,第四章,Madonna and Child,Madonna and Child,Pietro da Cortona,,,,,,,,,,,,,,,,,101,Cassiano dal Pozzo,,,Italian,,Religious themes (Biblical stories)
A311,630,第五章,Portrait of King John of Poland,Portrait of King John of Poland,,,,,,,,,,,,,,,,,,127,Stanislaus Kostka,,,,,Portrait
A312,898,第八章,The Flight into Egypt,The Flight into Egypt,Luca Giordano,,,,,,,,,,,,,,,,1,235,Ferdinand de' Medici,,,Italian,,Religious themes (Biblical stories)
A313,954,第三章,The Presentation of Jesus in the Temple,The Presentation of Jesus in the Temple,Federico Barocci,,,Italy,,,,,,,,,,,,,1,69,Oratory of Saint Philip Neri,,,Italian,Rome,Religious themes (Biblical stories)
A314,995,图版目录,Three Portraits of Dogs,Three Portraits of Dogs,Francesco Maggiotto,,,,,,,,,,,,,,,,1,XVI,,,,Italian,,Animal portrait
A315,1017,Q1048333,Giovanni Pietro Olina,,,,,,,,,,,,,,,,,,《鸟类集锦》,Uccelleria,,,,,,
A317,754,第八章,Sophronia and Olindo,Sophronia and Olindo,Luca Giordano,,,,,,,,,,,,,,,,1,214,Girolamo Durazzo,,,Italian,,History (Ancient history)
A319,585,第三章,Pietà,Pietà,Giacinto Brandi,,,Italy,,,,,,,,,,,,,4,88272274382,Society of Jesus,Chapel of the passion of Jesus Christ,,Italian,Rome,Religious themes (Virgin Mary)
A320,634,第十章,Portrait of Pierre Motteux,Portrait of Pierre Motteux,Anthony van Dyck,,,,,,,,,,,,,,,,,278,Peter Anthony Motteux,,,Italian,,Portrait
A321,218,第三章,Death of St. Francis Xavier,Death of St. Francis Xavier,Giovanni Battista Gaulli,,,Italy,,,,,,,,,,,,,1,88,Society of Jesus,"St Francis Xavier Church, Liverpool",,Italian,Rome,Religious themes (Saints' lives)
A324,701,第十章,Sacrifice of Iphigenia,Sacrifice of Iphigenia,Giacomo Guarana,,,Russia,,,,,,,,,,,,,1,297,,,Giovanni Battista Albrizzi,Italian,Moscow,Mythology (Ancient Greek mythology)
A325,396,第三章,Jael Hammering a nail into Sisera,Jael Hammering a nail into Sisera,Andrea Pozzo,,,Italy,,,,,,,,,,,,,1,90,Society of Jesus,Sant'Ignazio Church,,Italian,Rome,Religious themes (Biblical stories)
A326,425,图版目录,La Burla del Piovano Arlotto,La Burla del Piovano Arlotto,Baldassare Franceschini,,,Italy,,,,,,,,,,,,,,XVII,Ferdinand de' Medici,Uffizi Gallery,,Italian,Florence,Daily life (Genre painting)
A327,782,第四章,St. Romualdo,St. Romualdo,Andrea Sacchi,,,Italy,,,,,,,,,,,,,1,104,Pope Urban VIII,,,Italian,Rome,Religious themes (Saints' lives)
A328,698,第九章,S. Gerolamo nel Deserto,S. Gerolamo nel Deserto,Luca Giordano,,,,,,,,,,,,,,,,1,250,Labia Family,,,Italian,,Religious themes (Saints' lives)
A329,810,,Tavole Barberini,Tavole Barberini,Federico Zeri,,,,,,,,,,,,,,,,1,55,Girolamo di Giovanni di Camerino,,,,,
A330,676,,Rape of the Sabines,Rape of the Sabines,,,,,,,,,,,,,,,,,3,"XII,232,282",Ferdinando de' Medici,,,,,
A331,49,图版目录,Amadeo Swajer,,Antonio Canova,,,Italy,,,,,,,,,,,,,1,XV,Swajer Family,,,Italian,Venice,Portrait
A332,241,第七章,Diana and Endymion,Diana and Endymion,Nicolas Poussin,,,United States,,,,,,,,,,,,,1,180,Jules Mazarin,,,French,Detroit,Mythology (Roman mythology)
A333,261,第九章,Education of the Virgin,Education of the Virgin,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,1,273,Oratory of Saint Philip Neri,Ospedale della Pietà,,Italian,,Religious themes (Marian themes)
A334,521,图版目录,Monument to Doge Giovanni Pesaro in Church of the Frari,Monument to Doge Giovanni Pesaro in Church of the Frari,,,,Italy,,,,,,,,,,,,,1,XIV,Pesaro Family,Santa Maria Gloriosa dei Frari,,,Venice,Sculpture (Monument)
A335,781,第九章,St. Philip Neri and the Virgin,St. Philip Neri and the Virgin,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,273,Oratory of Saint Philip Neri,,,Italian,,Religious themes (Saints' lives)
A336,277,第十三章,Esther,Esther,Sebastiano Ricci,,,,,,,,,,,,,,,,2,342274,Antonio Maria Zanetti,,,Italian,,Religious themes
A337,296,第七章,Finding of Romulus and Remus,Finding of Romulus and Remus,Pietro da Cortona,,,,,,,,,,,,,,,,1,185,Louis Phélypeaux de La Vrillière,,,Italian,,History (Ancient history)
A338,461,第十一章,Lot and his Daughters,Lot and his Daughters,Jacopo Amigoni,,,,,,,,,,,,,,,,3,194316381,Sigismund Streit,,,Italian,,Religious themes (Biblical stories)
A339,275,第七章,Equestrian Statue of Henry IV,Equestrian Statue of Henry IV,Giambologna,,,,,,,,,,,,,,,,,170,Ferdinando I de' Medici,Pont Neuf,,Italian,Paris,Portrait
A340,407,第九章,Judith with the Head of Holofernes,Judith with the Head of Holofernes,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,270,Carmelite Order,,,Italian,,Religious themes (Biblical stories)
A341,406,第三章,Judith with the head of Holofernes,Judith with the head of Holofernes,Andrea Pozzo,,,Italy,,,,,,,,,,,,,1,90,Society of Jesus,Sant'Ignazio Church,,Italian,Rome,Religious themes (Biblical stories)
A342,711,第三章,Samson killing a thousand with a jawbone,Samson killing a thousand with a jawbone,Andrea Pozzo,,,Italy,,,,,,,,,,,,,1,90,Society of Jesus,,,Italian,Rome,Religious themes (Biblical stories)
A343,693,图版目录,Romulus and Remus,Romulus and Remus,Giovan Francesco Romanelli,,,France,,,,,,,,,,,,,1,XIII,Cardinal Mazarin,formerly Palais Mazarin,,Italian,Paris,Mythology (Roman mythology)
A344,664,第七章,Potiphar,Potiphar,,,,,,,,,,,,,,,,,,201,Lothar Franz von Sch?nborn,,,,,Religious themes (Biblical stories)
A345,807,,Susanna and the Elders,Susanna and the Elders,Ottavio Vannini,,,,,,,,,,,,,,,,4,206212258381,Del Rosso brothers,,,,,
A346,374,第十二章,Il Frappatore,Il Frappatore,Carlo Goldoni,,,,,,,,,,,,,,,,,321,,,,Italian,,Drama
A347,632,第五章,Portrait of Ottaviano Prati,Portrait of Ottaviano Prati,Giovanni Battista Salvi da Sassoferrato,,,Italy,,,,,,,,,,,,,,131,Ottaviano Prati,Galleria Nazionaledi Arte Anticain Roma,,Italian,Rome,Portrait
A348,413,图版目录,Jupiter handed over by Cybele to the Corybantes to be Fed,Jupiter handed over by Cybele to the Corybantes to be Fed,Giuseppe Maria Crespi,,,Germany,,,,,,,,,,,,,1,XVI,,National Gallery,,Italian,Stuttgart,Mythology (Roman mythology)
A349,291,,Family of Darius before Alexander the Great,Family of Darius before Alexander the Great,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,1,256,Cordellina Carlo,Villa Monteciacchi,,,,
A350,627,第十章,Portrait of John Law,Portrait of John Law,Rosalba Carriera,,,,,,,,,,,,,,,,,282,John Law,,,Italian,,Portrait
A351,552,图版目录,Neptune Paying Homage to Venice,Neptune Paying Homage to Venice,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,1,XIV,Republic of Venice,Doge's Palace,,Italian,Venice,Symbolism
A353,791,第九章,Statue of Field Marshal Schulenburg,Statue of Field Marshal Schulenburg,Antonio Corradini,,,Italy,,,,,,,,,,,,,,245,Republic of Venice,,,Italian,Venice,Sculpture
A354,759,第三章,St Stanislas Kostka,St Stanislas Kostka,Carlo Maratta,,,Italy,,,,,,,,,,,,,1,88,Society of Jesus,,,Italian,Rome,Religious themes (Saints' lives)
A355,400,图版目录,Joint caricature of Simonelli and Mola,Joint caricature of Simonelli and Mola,Pier Francesco Mola,,,,,,,,,,,,,,,,1,XVI,Girolamo Manfrin,,,Italian,,Portrait (Caricature)
A357,779,第九章,St. Peter receiving the Keys,St. Peter receiving the Keys,Luca Giordano,,,,,,,,,,,,,,,,1,250,Labia Family,,,Italian,,Religious themes (Biblical stories)
A358,314,图版目录,Fresco on staircase of Hampton Court Palace,Fresco on staircase of Hampton Court Palace,Antonio Verrio,,,United Kingdom,,,,,,,,,,,,,1,XIV,British Royal Family,,,Italian,London,History (Contemporary history)
A359,765,第三章,St. Domitilla,St. Domitilla,,,,Italy,,,,,,,,,,,,,,49,Cardinal Cesare Baronio,,,Italian,Rome,Religious themes (Saints' lives)
A360,673,第十三章,Raccolta di centododici stampe,Raccolta di centododici stampe,Pietro Monaco,,,Italy,,,,,,,,,,,,,1,345,Pietro Monaco,,,Italian,Venice,Religious themes
A361,772,第十章,St. John the Baptist,St. John the Baptist,Carlo Cignani,,,Germany,,,,,,,,,,,,,1,282,"Johann Wilhelm, Elector Palatine",Augsburg,,Italian,Munich,Religious themes (Saints' lives)
A362,495,图版目录,Marshal Schulenburg,Marshal Schulenburg,Giovanni Battista Piazzetta,,,Italy,,,,,,,,,,,,,3,"XIV,310,315",Schulenburg Family,Castello Sfarzesco,,Italian,Milan,Portrait
A363,480,,Maecenas,Maecenas,,,,,,,,,,,,,,,,,1,353,,,,,,
A364,206,,Dance of Nymphs,Dance of Nymphs,Pier Donato Cesi,,,,,,,,,,,,,,,,1,223,Tommaso Ruffo,,,,,
A365,650,第十七章,Portrait of Teodoro Correr,Portrait of Teodoro Correr,Bernardino Castelli,,,Italy,,,,,,,,,,,,,,477,Teodoro Correr,,,Italian,Venice,Portrait
A366,372,图版目录,Idyll,Idyll,Giovanni Battista Piazzetta,,,Germany,,,,,,,,,,,,,1,XV,,Wallraf Richartz Museum,,Italian,Cologne,Daily life (Genre painting)
A367,785,第八章,St. William of Aquitaine,St. William of Aquitaine,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,238,Ferdinando de' Medici,,,Italian,,Religious themes (Saints' lives)
A368,238,第八章,Diana and Actaeon,Diana and Actaeon,Sebastiano Ricci,,,Italy,,,,,,,,,,,,,,236,Ferdinand de' Medici,,,Italian,Florence,Mythology (Roman mythology)
A369,560,第九章,Oriental heads,Oriental heads,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,,266,Marco Foscarini,,,Italian,,Portrait
A370,486,图版目录,Marcello Sacchetti,Marcello Sacchetti,Pietro da Cortona,,,Italy,,,,,,,,,,,,,1,XII,House of Sacchetti,Villa Borghese,,Italian,Rome,Portrait
A371,447,第十六章,Le Artiche vanno per le vie nella citta di Venezia,Le Artiche vanno per le vie nella citta di Venezia,Gaetano Zompini,,,,,,,,,,,,,,,,,366,John Strange,,,Italian,,Daily life (Genre painting)
A372,818,第三章,The Adoration of the Lamb,The Adoration of the Lamb,Giovanni Battista Gaulli,,,Italy,,,,,,,,,,,,,2,"84,90",Oratory of Saint Philip Neri,Basilica di Santa Maria Maggiore,,Italian,Rome,Religious themes (Biblical stories)
A373,507,第十五章,Mercury,Mercury,Giambologna,,,Italy,,,,,,,,,,,,,2,362259,,,,Flemish,Florence,Mythology
A374,339,图版目录,Girl at Her Toilet,Girl at Her Toilet,Giuseppe Maria Crespi,,,Italy,,,,,,,,,,,,,1,XIV,,Uffiz,,Italian,Florence,Daily life (Interior scenes)
A375,287,图版目录,Fame Carrying the Name of Louis XIV to the Temple of Immortality,Fame Carrying the Name of Louis XIV to the Temple of Immortality,Baldassare Franceschini,,,France,,,,,,,,,,,,,1,XVI,Louis XIV,Palace of Versailles,,Italian,Versailles,Fable
A376,584,图版目录,Pierre Motteux and his Family,Pierre Motteux and his Family,Pellegrini,,,United Kingdom,,,,,,,,,,,,,1,XV,Motteux Family,,,Italian,London,Portrait
A377,522,第三章,Monument to Pope Gregory XV,Monument to Pope Gregory XV,Pierre Legros,,,Italy,,,,,,,,,,,,,,138,Society of Jesus,Sant'Ignazio Church,,French,Rome,Religious themes (Monument)
A378,778,第八章,St. Mark,St. Mark,Fra Bartolommeo,,,,,,,,,,,,,,,,1,231,,,Ferdinand de' Medici,Italian,,Religious themes (Saints' lives)
A379,477,图版目录,Madonna of the Rosary with Saints Dominic and Catherine,Madonna of the Rosary with Saints Dominic and Catherine,Sassoferrato,,,Italy,,,,,,,,,,,,,1,XIII,Roman Church,Basilica of Saint Sabina,,Italian,Rome,Religious themes (Saints' lives)
A380,533,图版目录,Mourners at Tomb of Francesco Algarotti in Pisa,Mourners at Tomb of Francesco Algarotti in Pisa,Giovanni Volpato,,,,,,,,,,,,,,,,1,XV,Algarotti Family,,,Italian,,History (Biography)
A381,340,第十一章,Girl with a Basket of Chickens,Girl with a Basket of Chickens,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,314,Johann Matthias von der Schulenburg,,,Italian,,Daily life (Genre painting)
A382,352,第一章,Gypsy Woman with Soldiers,Gypsy Woman with Soldiers,Valentin de Boulogne,,,,,,,,,,,,,,,,,24,,,,French,,Daily life (Genre painting)
A383,227,第八章,Deianira and Nessus,Deianira and Nessus,Luca Giordano,,,,,,,,,,,,,,,,1,213,Del Rosso brothers,,,Italian,,Mythology (Ancient Greek mythology)
A384,299,图版目录,Flight into Egypt,Flight into Egypt,Pietro Testa,,,,,,,,,,,,,,,,2,XIII，110,Cassiano dal Pozzo,,,Italian,,Religious themes (Biblical stories)
A385,344,第十一章,Glory of Venice,Glory of Venice,Giovanni Antonio Canal,,,,,,,,,,,,,,,,1,316,,,Sigismund Streit,,,Symbolism
A386,657,第十一章,Portrait of the Queen of Prussia,Portrait of the Queen of Prussia,Antoine Pesne,,,,,,,,,,,,,,,,,316,Sigismund Streit,,,French,,Portrait
A387,272,第十章,"Entry of the Count of Colloredo, the Imperial ambassador","Entry of the Count of Colloredo, the Imperial ambassador",Luca Carlevarijs,,,Germany,,,,,,,,,,,,,1,278,,,,Italian,Dresden,History (Contemporary history)
A388,280,第六章,Europa,Europa,Sebastiano Ricci,,,,,,,,,,,,,,,,1,165,Arcangelo Corelli,,,Italian,,Mythology
A389,674,图版目录,Rape of Europa,Rape of Europa,Sebastiano Ricci,,,Italy,,,,,,,,,,,,,1,XIV,House of Medici,,,Italian,Florence,Mythology (Ancient Greek mythology)
A391,437,第五章,Landscape with figures and animals,Landscape with figures and animals,Pieter van Laer,,,,,,,,,,,,,,,,1,135,Vincenzo Giustiniani,,,Dutch,,Landscape
A392,448,第十三章,Le Fabbriche e Vedute di Venetia,Le Fabbriche e Vedute di Venetia,Luca Carlevarijs,,,Italy,,,,,,,,,,,,,1,332,Albrizzi,,,Italian,Venice,Landscape
A394,456,第二章,L'Inondazione del Tevere,L'Inondazione del Tevere,Gian Lorenzo Bernini,,,,,,,,,,,,,,,,1,58,House of Barberini,,,Italian,,Daily life (Genre painting)
A395,751,第十三章,Solomon,Solomon,Giambologna,,,,,,,,,,,,,,,,1,342,,,,Italian,,Religious themes
A396,607,第六章,Portrait of Donna Olimpia,Portrait of Donna Olimpia,Alessandro Algardi,,,,,,,,,,,,,,,,,149,Donna Olimpia,,,Italian,,Portrait
A397,289,第七章,Fame inscribing the glories of Louis XIV on the shoulders of Time,Fame inscribing the glories of Louis XIV on the shoulders of Time,Domenico Guidi,,,France,,,,,,,,,,,,,1,189,Louis Family,Palace of Versailles,,Italian,Versailles,Sculpture
A398,307,第六章,Fortune under the control of Virtue,Fortune under the control of Virtue,Bernardino Mei,,,,,,,,,,,,,,,,1,154,Flavio Chigi,,,Italian,,Fable
A399,534,第十四章,Mucius Scaevola at the Altar,Mucius Scaevola at the Altar,Giovanni Battista Piazzetta,,,Italy,,,,,,,,,,,,,1,355,Francesco Algarotti,Palazzi Barbaro,,Italian,Venice,History (Ancient history)
A400,769,第九章,St. Helen finding the True Cross,St. Helen finding the True Cross,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,1,271,Fra Francesco Antonio Correr,,,Italian,Venice,Religious themes (Saints' lives)
A401,341,图版目录,Glorification of the Pisani family,Glorification of the Pisani family,Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,1,XIV,Pisani Family,Villa Pisani,,Italian,Stra,Fable
A402,677,第八章,Rebecca and Eliezer,Rebecca and Eliezer,Francesco Solimena,,,,,,,,,,,,,,,,1,214,Baglioni family,,,Italian,,Religious themes (Biblical stories)
A403,611,第十一章,Portrait of Field Marshal Schulenburg,Portrait of Field Marshal Schulenburg,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,,309,Johann Matthias von der Schulenburg,Castello Sfarzesco,,Italian,,Portrait
A404,811,第十一章,Temperance,Temperance,Jacopo Tintoretto,,,Italy,,,,,,,,,,,,,1,313,,Madonna dell'Orto,,Italian,Venice,Mythology (Modern allegory)
A405,595,第八章,Portrait of a Cook,Portrait of a Cook,Niccolò Cassana,,,,,,,,,,,,,,,,3,240241234,,,Ferdinand de' Medici,Italian,,Portrait
A406,558,第十一章,Old Woman with Glasses,Old Woman with Glasses,Giuseppe Nogari,,,,,,,,,,,,,,,,1,316,,,Sigismund Streit,Italian,,Daily life (Genre painting)
A407,692,,Romulm and Remus,Romulm and Remus,Giovan Francesco Romanelli,,,,,,,,,,,,,,,,1,182,,,,,,
A408,812,第四章,Tempest with Pyramus and Thisbe,Tempest with Pyramus and Thisbe,Nicolas Poussin,,,France,,,,,,,,,,,,,2,113114,Cassiano dal Pozzo,,,French,Roanne,Mythology (Roman mythology)
A409,749,第九章,Socrates,Socrates,Luca Giordano,,,,,,,,,,,,,,,,1,250,Labia Family,,,Italian,,History (Ancient history)
A410,345,第二章,God creating the Angels and Parnassus with Apollo and the Muses,God creating the Angels and Parnassus with Apollo and the Muses,Andrea Camassei,,,,,,,,,,,,,,,,1,50,Enzo Bentivoglio,Palazzo Taddeo,,Italian,,Mythology (Roman mythology)
A411,358,第七章,Hermit,Hermit,Salvator Rosa,,,,,,,,,,,,,,,,,197,,,Ralph Bankes,Italian,,Religious themes
A412,418,第十章,King George I,King George I,,,,United Kingdom,,,,,,,,,,,,,,289,Owen McSwinny,,,Italian,,Portrait
A413,305,第十一章,Fortitude,Fortitude,Jacopo Tintoretto,,,Italy,,,,,,,,,,,,,1,313,,Madonna dell'Orto,,Italian,Venice,Mythology (Modern allegory)
A414,417,第一章,Justice Embracing Peace,Justice Embracing Peace,Guido Reni,,,,,,,,,,,,,,,,,19,"Ferdinando Carlo Gonzaga, Duke of Mantua and Montferrat",,,Italian,,Symbolism
A415,262,第九章,Elijah carried to Heaven in a Chariot of Fire,Elijah carried to Heaven in a Chariot of Fire,Francesco Fontebasso,,,Italy,,,,,,,,,,,,,1,272,Society of Jesus,Santa Maria Assunta,,Italian,Venice,Religious themes (Biblical stories)
A416,16,第七章,Aeneid,Aeneid,Giacomo Antonio Boni,,,,,,,,,,,,,,,,,203,Prince Eugene of Savoy,,,Italian,,History (Ancient history)
A417,113,第十三章,Beatae Mariae Virginis Officium,Beatae Mariae Virginis Officium,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,,337,Jean Baptiste Pasquali,,,Italian,,Religious themes
A418,117,第六章,Bell Towers for St. Peter's Basilica (demolished),Bell Towers for St. Peter's Basilica (demolished),Pietro Bernini,,,,,,,,,,,,,,,,,150,Pope Urban VIII,St. Peter's Basilica,,Italian,,Architecture
A419,120,第十章,Boyle/Locke/Sydenham,Boyle/Locke/Sydenham,,,,,,,,,,,,,,,,,,289,,,查尔斯·伦诺克斯,Italian,,Portrait
A420,133,第十五章,Bust of Phocion,Bust of Phocion,,,,Italy,,,,,,,,,,,,,,371,Angelo Querini,,,Ancient Greek,Padua,Portrait
A421,144,第十六章,Caprizi Copiosi di Figure,Caprizi Copiosi di Figure,Giuseppe Zais,,,,,,,,,,,,,,,,,371,,,Giuseppe Toninotto,Italian,,Daily life (Genre painting)
A422,156,第十七章,Castle of Cogolo,Castle of Cogolo,Francesco Guardi,,,Italy,,,,,,,,,,,,,,479,Teodoro Correr,,,Italian,Venice,Landscape
A423,166,第一章,Ceiling of Palazzo Doria-Pamphili,Ceiling of Palazzo Doria-Pamphili,Pietro da Cortona,,,Italy,,,,,,,,,,,,,,16,House of Pamphili,Galleria Doria Pamphilj,,Italian,Rome,Allegory
A424,167,第七章,Ceiling Paintings at Hampton Court,Ceiling Paintings at Hampton Court,Antonio Verrio,,,United Kingdom,,,,,,,,,,,,,,196,William III of England,Hampton Court Palace,,Italian,London,Fable
A425,169,第十三章,Ceremonies of the Grand Duke,Ceremonies of the Grand Duke,Antonio Canal,,,,,,,,,,,,,,,,,340,Lodovico Furlanetto,,,Italian,,History painting
