Refined_Formal_Name,Original-QID,Second-Query_QID,LLM-Fillin_QID,Second-Query_Label,Verification_Status
Giacomo Storti,Q132963886,,,Giacomo Storti,
Giacomo Torelli,Q357872,,,Giacomo Torelli,
Giacomo Triga,Q5879238,,,Giacomo Triga,
Giacomo del Po,Q478191,,,Giacomo del Pò,
Giacomo della Lena,,,,,
Giacomo della Porta,Q175566,,,Giacomo della Porta,
Giambattista Albrizzi,Q110411843,,,Giambattista Albrizzi,
Giambattista Biffi,,,,,
Giambattista Marino,Q332489,,,Giambattista Marino,
Giambattista Pasquali,Q3762420,,,Giovanni Battista Pasquali,
Giambattista Pittoni,Q982011,,,Giambattista Pittoni,
Giambattista Vico,Q178709,,,Giambattista Vico,
Giambettino Cignaroli,Q327262,,,Giambettino Cignaroli,
Giambologna,Q220136,,,Giambologna,
Giammaria Ortes,Q545098,,,Giammaria Ortes,
Giampietro Zanotti,Q3105136,,,Giampietro Zanotti,
Gian Domenico Ferretti,Q1363378,,,Giovanni Domenico Ferretti,
Gian Gastone de' Medici,Q312678,,,Gian Gastone de' Medici,Human Verified
Gian Lorenzo Bernini,Q160534,,,Gian Lorenzo Bernini,Human Verified
Gian Paolo Cavagna,Q1135967,,,Giovanni Paolo Cavagna,
Gian Paolo Oliva,Q1229189,,,Giovanni Paolo Oliva,
Gian Vittorio Rossi (Janus Nicius Erythraeus),Q3762764,,,Gian Vittorio Rossi,
Gianantonio Guardi,Q590969,,,Giovanni Antonio Guardi,
Gianfranco Torcellan,Q85836470,,,Gianfranco Torcellan,
Gianjacopo Fontana,Q17341083,,,Gianjacopo Fontana,
Giannantonio Moschini,Q5558181,,,Giannantonio Moschini,
Giannantonio Selva,Q363741,,,Gian Antonio Selva,
Gilles-Marie Oppenord,Q958293,,,Gilles-Marie Oppenord,
Gino Damerini,Q16271464,,,Gino Damerini,
Gino Fogolari,Q19357545,,,Gino Fogolari,
Gioacchino Assereto,Q2701986,,,Gioacchino Assereto,
Giorgio Casini,Q352817,,,Giorgio Gaslini,
Giorgio Maria Rapparini,Q1525490,,,Giorgio Maria Rapparini,
Giorgio Massari,Q976141,,,Giorgio Massari,
Giorgio Nicodemi,Q21329159,,,Giorgio Nicodemi,
Giorgio Pisani,Q3765682,,,Giorgio Pisanò,
Giorgio Spini,Q3765764,,,Giorgio Spini,
Giorgio Vasari,Q128027,,,Giorgio Vasari,
Giorgione,Q8459,,,Giorgione,
Giotto,Q7814,,,Giotto,
Giotto di Bondone,Q106715772,,,Giotto di Bondone,
Giovan Battista Cimaroli,Q3766629,,,Giovanni Battista Cimaroli,
Giovan Battista Langetti,Q1525882,,,Giovan Battista Langetti,
Giovan Battista Ricciardi,Q55769135,,,Giovan Battista Ricciardi,
Giovan Battista Ruoppolo,Q1116328,,,Giovan Battista Ruoppolo,
Giovan Gioseffo Santi,Q52154095,,,Giovanni Giuseppe Santi,
Giovanelli Collection,,,,,
Giovanni Adamo,Q581481,Q77227732,,Giovanni Adamo,
Giovanni Agostino Cassana,Q3106982,,,Giovanni Agostino Cassana,
Giovanni Ambrogio Mazenta,Q3766382,,,Giovanni Ambrogio Mazenta,
Giovanni Andrea Armanni,,,,,
Giovanni Andrea Carlone,Q926776,,,Giovanni Bernardo Carlone,
Giovanni Andrea Donducci,Q547109,,,Giovanni Andrea Donducci,
Giovanni Andrea Lazzarini,Q3106991,,,Giovanni Andrea Lazzarini,
Giovanni Andrea Podestà,Q3766406,,,Giovanni Andrea Podestà,
Giovanni Angelo Canini,Q5563665,,,Giovanni Angelo Canini,
Giovanni Angelo Montorsoli,Q27040,,,Giovanni Angelo Montorsoli,
Giovanni Angelo da Camerino,,,,,
Giovanni Animuccia,Q500507,,,Giovanni Animuccia,
Giovanni Antonio Armanni,,,,,
Giovanni Antonio Belloni,Q18217865,,,Giovanni Antonio Bellinzoni da Pesaro,
Giovanni Antonio Burrini,Q1648231,,,Giovanni Antonio Burrini,
Giovanni Antonio Faldoni,Q27493848,,,Giovanni Antonio Faldoni,
Giovanni Antonio Fumiani,Q1432600,,,Giovanni Antonio Fumiani,
Giovanni Antonio Lorenzini,Q4776748,,,Antonio Lorenzini,
Giovanni Antonio Pellegrini,Q1358364,,,Giovanni Antonio Pellegrini,
Giovanni Baglione,Q380628,,,Giovanni Baglione,Human Verified
Giovanni Bagutti,Q18576264,,,Giovanni Bagutti,
Giovanni Battista Agucchi,Q3766546,,,Giovanni Battista Agucchi,
Giovanni Battista Albrizzi,Q21748854,,,Giovanni Battista Albrizzi,
Giovanni Battista Bellucci,Q21289008,,,Giovanni Battista Bellucci,
Giovanni Battista Contini,Q2397634,,,Giovanni Battista Contini,
Giovanni Battista Crescenzi,Q1525853,,,Giovanni Battista Crescenzi,
Giovanni Battista Doni,Q2739207,,,Giovanni Battista Doni,
Giovanni Battista Fiammeri,Q3107066,,,Giovanni Battista Fiammeri,
Giovanni Battista Foggini,Q1353158,,,Giovanni Battista Foggini,
Giovanni Battista Fontanella,,,,,
Giovanni Battista Gaulli,Q540546,,,Giovanni Battista Gaulli,Human Verified
Giovanni Battista Gaulli (Baciccio),Q520573,,,Giovanni Battista Gaulli,
Giovanni Battista Maini,Q740440,,,Giovanni Battista Maini,
Giovanni Battista Mengardi,Q16853801,,,Giovanni Battista Mingardi,
Giovanni Battista Mercati,Q19288545,,,Giovanni Battista Mercati,
Giovanni Battista Moroni,Q504949,,,Giovanni Battista Moroni,
Giovanni Battista Pacichelli,Q3766086,,,Giovan Battista Pacichelli,
Giovanni Battista Pasquali,Q3762420,Q3766722,,Giovanni Battista Pasqualini,
Giovanni Battista Passeri,Q962495,,,Giovanni Battista Passeri,
Giovanni Battista Piazzetta,Q282670,,,Giovanni Battista Piazzetta,
Giovanni Battista Piranesi,Q316307,,,Giovanni Battista Piranesi,
Giovanni Battista Pittoni,Q107264259,,,Giovanni Battista Pittoni,
Giovanni Battista Recurti,Q110566749,Q112435296,,Giovanni Battista Recurti,
Giovanni Battista Ricciardi,Q55769135,,,Giovan Battista Ricciardi,
Giovanni Battista Rota,Q15695541,Q3766743,,Giovanni Battista Rota,
Giovanni Battista Tiepolo,Q185732,,,Giovanni Battista Tiepolo,Human Verified
Giovanni Battista de Rossi,Q699662,,,Giovanni Battista De Rossi,
Giovanni Battista del Rosso,Q1115725,,,Giovanni Battista de' Rossi,
Giovanni Bellini,Q17169,,,Giovanni Bellini,
Giovanni Benedetto Castiglione,Q713781,,,Giovanni Benedetto Castiglione,Human Verified
Giovanni Bilivert,Q1525968,,,Giovanni Biliverti,
Giovanni Bona,Q5565359,Q82694,,Giovanni Bona,
Giovanni Bonatti,Q5565359,,,Giuseppe Bonati,
Giovanni Camillo Sagrestani,Q598631,,,Giovanni Camillo Sagrestani,
Giovanni Canevazzi,Q26916278,,,Giovanni Canevazzi,
Giovanni Cattaneo,Q109856148,,,Giovanni Cattaneo,
Giovanni Cinelli Calvoli,Q3767022,,,Giovanni Cinelli Calvoli,
Giovanni Coli,Q3107139,,,Giovanni Coli,
Giovanni Da Pozzo,Q59630707,,,Giovanni Da Pozzo,
Giovanni De Pian,Q48688385,,,Giovanni de Pian,
Giovanni Domenico Brugieri,Q16240592,,,Giovanni Domenico Brugieri,
Giovanni Domenico Brustoloni,,,,,
Giovanni Domenico Cerrini (Il Cavaliere Perugino),Q2636964,,,Giovanni Domenico Cerrini,
Giovanni Domenico Ottonelli,Q98852567,,,Giovanni Domenico Ottonelli,
Giovanni Domenico Piastrini,Q18217871,,,Giovanni Domenico Piastrini,
Giovanni Domenico Tiepolo,Q435316,,,Giovanni Domenico Tiepolo,
Giovanni Ferrari (Torretto),Q382987,,,Giovanni Ferrari,
Giovanni Francesco Grimaldi,Q1342809,,,Giovanni Francesco Grimaldi,
Giovanni Francesco Negroni,Q3105203,,,Giovanni Francesco Negroni,
Giovanni Francesco Romanelli,Q1347065,,,Giovanni Francesco Romanelli,Human Verified
Giovanni Francesco Sacchetti,,,,,
Giovanni Gaetano Bottari,Q3107196,,,Giovanni Gaetano Bottari,
Giovanni Garzia Mellini,Q1079973,,,Giovanni Garzia Millini,
Giovanni Garzia Millini,Q1079973,,,Giovanni Garzia Millini,
Giovanni Gasparo Baldoini,,,,,
Giovanni Ghisolfi,Q3767359,,,Giovanni Ghisolfi,
Giovanni Giacomo Panciroli,Q2453449,,,Giovanni Giacomo Panciroli,
Giovanni Gioseffo dal Sole,Q961329,,,Giovanni Gioseffo dal Sole,
Giovanni Giuseppe Santi,Q52154095,,,Giovanni Giuseppe Santi,
Giovanni Incisa della Rocchetta,Q93266164,,,Giovanni Incisa della Rocchetta,
Giovanni Lami,Q551722,,,Giovanni Lami,
Giovanni Lanfranco,Q431189,,,Giovanni Lanfranco,Human Verified
Giovanni Ludovico Bianconi,Q5563896,,,Giovanni Ludovico Bianconi,
Giovanni Marchiori,Q240781,Q76521682,,Giovanni Marchiori,
Giovanni Marco Pitteri,Q5563901,,,Giovanni Marco Pitteri,
Giovanni Maria Bottala (Raffaellino),Q10289899,,,Giovanni Maria Bottala,
Giovanni Maria Morandi,Q1773095,,,Giovanni Maria Morandi,
Giovanni Maria Morlaiter,Q339474,,,Giovanni Maria Morlaiter,
Giovanni Maria Sasso,Q56007029,,,Giovanni Maria Sasso,
Giovanni Mariacher,Q3767681,,,Giovanni Mariacher,
Giovanni Mario Crescimbeni,Q766828,,,Giovanni Mario Crescimbeni,
Giovanni Odazzi,Q464446,,,Giovanni Odazzi,
Giovanni Paolo Oliva,Q1229189,,,Giovanni Paolo Oliva,
Giovanni Paolo Panini,Q540633,,,Giovanni Paolo Panini,Human Verified
Giovanni Perugini,Q5563946,,,Giovanni Perugini,
Giovanni Perusini,Q3767922,,,Giovanni Peruzzini (painter),
Giovanni Pietro Bellori,Q714400,,,Giovanni Pietro Bellori,
Giovanni Pietro Ligario,Q3904001,,,Giovanni Pietro Ligario,
Giovanni Pietro Olina,Q19707965,,,Giovanni Pietro Olina,
Giovanni Poleni,Q1230528,,,Giovanni Poleni,
Giovanni Previtali,Q3107317,,,Giovanni Previtali,
Giovanni Ricci,Q108447304,,,Giovanni Ricci,
Giovanni Richter,Q3180447,,,Johan Richter,
Giovanni Segala,Q3768120,,,Giovanni Segala,
Giovanni Sforza,Q3768134,Q1379775,,Giovanni Sforza,
Giovanni Stefano Roccatagliata,,,,,
Giovanni Tabacco,Q3768195,Q21289021,,Giovanni Tabacco,
Giovanni Vianello,Q19961086,,,Giovanni Vianello,
Giovanni Volpato,Q3107516,,,Giovanni Volpato,
Giovanni da Campione,Q734344,,,Giovanni da Campione,
Giovanni da San Giovanni (Giovanni Mannozzi),Q1058463,,,Giovanni da San Giovanni,
Giovanni da Udine,Q983350,,,Giovanni da Udine,
Giovanni da Venezia,Q104089429,,,Giovanni da Venezia,
Giovanni de' Cattanei,,,,,
Giovanni de' Vecchi,Q27841680,,,Giovanni de' Vecchi,
Giovanni del Pian,Q48688385,,,Giovanni de Pian,
Girl at Her Toilet,Q18177817,,,Girl at her toilet,
Girl with a Basket of Chickens,Q51843955,,,Girl,
Girolamo Ascanio Giustinian,Q55228364,,,Girolamo Ascanio Giustinian,
Girolamo Brusoni,Q3768903,,,Girolamo Brusoni,
Girolamo Colonna,Q1223162,Q22783981,,Girolamo Colonna,
Girolamo Curti (Il Dentone),Q286867,,,Girolamo Curti,
Girolamo Durazzo,Q135974407,,,Girolamo Durazzo,
Girolamo Festari,Q55227570,,,Girolamo Festari,
Girolamo Forabosco,Q1433129,,,Gerolamo Forabosco,
Girolamo Frescobaldi,Q209212,,,Girolamo Frescobaldi,
Girolamo Garganego,,,,,
Girolamo Manfrin,Q16560336,,,Girolamo Manfrin,
Girolamo Muziano,Q1333792,,,Girolamo Muziano,
Girolamo Rainaldi,Q1418631,,,Girolamo Rainaldi,
Girolamo Teodoli,,,,,
Girolamo Teti,Q978614,,,Girolamo Tiraboschi,
Girolamo Zanetti,Q27478552,Q61482945,,Girolamo Zanetti,
Girolamo de Rinaldis,Q41617821,,,Girolamo de Rinaldis,
Girolamo di Giovanni,Q21548517,,,Girolamo di Giovanni,
Giulia Maidalchini,,,,,
Giuliano Briganti,Q3769356,,,Giuliano Briganti,
Giuliano Colonna,Q43396947,,,"Giuliano Colonna of Stigliano, 1st Prince of Sonnino",
Giuliano Colonna (Prince of Stigliano),,,,,
Giuliano Finelli,Q1469300,,,Giuliano Finelli,
Giuliano Giampiccoli,Q3107898,,,Giuliano Giampiccoli,
Giuliano Vacchelli,,,,,
Giulio Cantalamessa,Q24035646,,,Giulio Cantalamessa,
Giulio Carpioni,Q1528009,,,Giulio Carpioni,
Giulio Cesare Maffei,Q3665458,,,Cesare Maffei,
Giulio Lorenzetti,Q34304304,,,Giulio Lorenzetti,
Giulio Mancini,Q3769678,,,Giulio Mancini,Human Verified
Giulio Natali,Q19868897,Q136242352,,Giulio Natali,
Giulio Parigi,Q3107948,,,Giulio Parigi,
Giulio Pisano,Q20769530,,,Giulio Spisanelli,
Giulio Romano,Q215305,,,Giulio Romano,
Giulio Sacchetti,Q21166719,,,Giulio Sacchetti,
Giulio Savelli,Q3107956,Q116619951,,Giulio Savelli,
Giulio della Greca,,,,,
Giuseppe Agnello,Q16162750,,,Giuseppe Agnello,
Giuseppe Angeli,Q378182,,,Giuseppe Angeli,
Giuseppe Angelo Maria Carron (Marquis of Aigueblanche),Q55224989,,,,
Giuseppe Antonio Lotti,,,,,
Giuseppe Antonio Patrignani,Q23913628,,,Giuseppe Antonio Patrignani,
Giuseppe Arighini,Q5565332,,,Giuseppe Arighini,
Giuseppe Baretti,Q741900,,,Giuseppe Marc'Antonio Baretti,
Giuseppe Bartolomeo Chiari,Q3107986,,,Giuseppe Bartolomeo Chiari,
Giuseppe Bianchini,Q2071608,Q114860412,,Giuseppe Bianchini,
Giuseppe Camerata,Q5565365,,,Giuseppe Camerata,
Giuseppe Campori,Q1010831,,,Giuseppe Campori,
Giuseppe Ceccarelli (Ceccarius),Q120604020,,,Giuseppe Ceccarelli,
Giuseppe Cesari (Cavaliere d'Arpino),Q933026,,,Giuseppe Cesari,
Giuseppe Chiari / Tommaso Chiari,,,,,
Giuseppe Cugnoni,Q56007466,,,Giuseppe Cugnoni,
Giuseppe Delogu,Q55226990,Q123222353,,Giuseppe Delogu,
Giuseppe Felici,Q3770529,,,Giuseppe Felici,
Giuseppe Fochessati,,,,,
Giuseppe Fossati,Q64138719,Q102281497,,Giuseppe Fossati,
Giuseppe Gabrieli,Q3770602,,,Giuseppe Gabrieli,
Giuseppe Gambari,Q3108045,,,Giuseppe Gambarini,
Giuseppe Gambarini,Q3108045,,,Giuseppe Gambarini,
Giuseppe Gennari,Q52149311,,,Giuseppe Gennari,
Giuseppe Ghezzi,Q1749764,,,Giuseppe Ghezzi,
Giuseppe Guido Ferrero,Q105946251,,,Giuseppe Guido Ferrero,
Giuseppe Lorenzo Moncallero,,,,,
Giuseppe Manini,Q107199630,,,Giuseppe Manini,
Giuseppe Marc'Antonio Baretti,Q741900,,,Giuseppe Marc'Antonio Baretti,
Giuseppe Maria Crespi (Lo Spagnuolo),Q528620,,,Giuseppe Maria Crespi,
Giuseppe Maria Martelli,Q3770917,,,Giuseppe Maria Martelli,
Giuseppe Maria Mazza,Q3108086,,,Giuseppe Maria Mazza,
Giuseppe Mazza,Q110846339,,,Giuseppe Mazza,
Giuseppe Mazzotti,Q51184,Q37835259,,Giuseppe Mazzotti,
Giuseppe Morazzoni,Q59530364,,,Giuseppe Morazzoni,
Giuseppe Nicoletti,Q75760291,,,Giuseppe Nicoletti,
Giuseppe Nogari,Q465422,,,Giuseppe Nogari,
Giuseppe Ortolani,Q3771116,Q108922642,,Giuseppe Ortolani,
Giuseppe Pelli Bencivenni,Q3770093,,,Giuseppe Bencivenni Pelli,
Giuseppe Pinacci,Q27981856,,,Giuseppe Pinacci,
Giuseppe Richa,Q3771316,,,Giuseppe Richa,
Giuseppe Sardi,Q3771406,Q327026,,Giuseppe Sardi,
Giuseppe Tassini,Q3771509,,,Giuseppe Tassini,
Giuseppe Toninotto,,,,,
Giuseppe Torelli,Q207532,,,Giuseppe Torelli,
Giuseppe Triga,Q599673,,,Giuseppe Rinaldi,
Giuseppe Urbani de Gheltof,Q107663163,,,Giuseppe Urbani de Gheltof,
Giuseppe Valeriano,Q2516970,,,Giuseppe Valeriano,
Giuseppe Valeriano Vannetti,Q43449518,,,Giuseppe Valeriano Vannetti,
Giuseppe Valletta,Q1528697,,,Giuseppe Valletta,
Giuseppe Zais,Q579698,,,Giuseppe Zais,
Giuseppe Zocchi,Q1528741,,,Giuseppe Zocchi,
Giuseppe de Rosis,,,,,
Giuseppe de Rossi,Q28730220,Q15812370,,Giuseppe de Rossi,
Giustiniana Wynne,Q466860,,,Giustiniana Wynne,
Giustiniani (Family),Q2419696,,,Giustiniani,
Giustino Valmarana,Q32904856,,,Giustino Valmarana,
Glasgow,Q4093,,,Glasgow,
Gloria Chiarini de Anna,,,,,
Glorification of the Pisani Family,,,,,
Glory of Venice,,,,,
God creating the Angels / Parnassus,,,,,
Godolphin,Q102218100,,,Godolphin,
Goffredo Wals,Q3109847,,,Goffredo Wals,
Goliath,Q192785,Q46998500,,Goliath,
"Gomer Berry, 1st Viscount Kemsley",Q609410,,,"Gomer Berry, 1st Viscount Kemsley",
Gonzaga (Family),Q241532,,,Gonzaga,
Gordon Albion,,,,,
Goschwin Nickel,Q532591,,,Goschwin Nickel,
Goswin Nickel,Q532591,,,Goschwin Nickel,
Gran Tempio Antico,,,,,
Grand Canal (Venice),Q60742064,,,Grand Canal (Venice) architecture,
Grand Tour (English tourists),Q6682302,,,Grand Tour,
Grassi (Family),Q23038852,,,Grassi,
Grassi Collection,,,,,
Great Council of Venice,Q583190,,,Great Council of Venice,
Great Ormond Street,Q67221886,,,Great Ormond Street,
Great Witley Church (St Michael and All Angels),,,,,
Gregorio De Ferrari,Q2306932,,,Gregorio De Ferrari,
Gregorio Lazzarini,Q1384461,,,Gregorio Lazzarini,
Gregorio de Andrés,Q87591265,,,Gregorio de Andrés Martínez,
Gregory VII,Q133063,Q101866,,Gregory VIII,
Gregory XIII,Q83029,,,Gregory XIII,
Gregory XV,Q132692,,,Gregory XV,
"Grey Brydges, 5th Baron Chandos",Q5608123,,,"Grey Brydges, 5th Baron Chandos",
Grimani (Cardinal),Q54878525,,,Grimani,
Grimani (Doge),Q54878525,,,Grimani,
Grinling Gibbons,Q610462,,,Grinling Gibbons,
Guardian Angel,Q134583151,,,Guardian Angel,
Guarino Guarini,Q323281,,,Guarino Guarini,
Guercino,Q312845,,,Guercino,Human Verified
Guglielmo Bauer,Q3119268,,,Guglielmo Berchet,
Guglielmo Berchet,Q3119268,,,Guglielmo Berchet,
Guglielmo Biasutti,Q104690120,,,Guglielmo Biasutti,
Guglielmo Della Valle,Q26792385,,,Guglielmo Della Valle,
Guglielmo della Porta,Q1623328,Q115362017,,Guglielmo Della Porta,
Guidalocti Franchini,,,,,
Guido Bentivoglio,Q1364155,,,Guido Bentivoglio,
Guido Biagi,Q34149301,,,Guido Biagi,
Guido Cagnacci,Q2449649,,,Guido Cagnacci,
Guido Corti,Q3779221,,,Guido Carrillo,
Guido Reni,Q220551,,,Guido Reni,Human Verified
Guido Zucchini,Q70587659,Q3779518,,Guido Zucchini,
Guidobaldo Abbatini,Q282810,,,Guido Ubaldo Abbatini,
Guillaume Courtois (Il Borgognone),Q1749032,,,Guillaume Courtois,
Gustav Adolf Michaelis,Q95766,,,Gustav Adolf Michaelis,
Gustavo Brigante Colonna,Q52158592,,,Gustavo Brigante Colonna Angelini,
Gustavus Adolphus,Q52938,Q106088691,,Gustavus Adolphus Myers,
Gustavus III,Q52930,,,Gustav III of Sweden,
Guy de Tervarent,Q19766246,,,Guy de Schoutheete de Tervarent,
Gyles Isham,Q16008048,Q76038239,,Gyles Isham,
Gymnasium zum Grauen Kloster,Q328971,,,Evangelisches Gymnasium zum Grauen Kloster,
Gypsy Woman with Soldiers,Q21675305,,,Gypsy Woman,
H. Clifford Smith,Q52150617,,,H. Clifford Smith,
Habsburg Collections (Prague),,,,,
Habsburg Patronage,,,,,
Hadrian,Q1427,,,Hadrian,
Hagia Sophia,Q12506,,,Hagia Sophia,
Hampton Court Palace,Q205666,,,Hampton Court Palace,
Hanging Gardens of Babylon,Q41931,,,Hanging Gardens of Babylon,
Hans Albrecht von Derschau?,Q55843668,,,,
Hans Posse,Q95937,,,Hans Posse,
Hans Tietze,Q1425008,,,Hans Tietze,
Harold Acton,Q1363838,,,Harold Acton,
Harold Wethey,Q555678,,,Harold Wethey,
Hebrew Women singing after crossing the Red Sea,,,,,
Heinrich Brauer,Q18934987,Q1596820,,Heinrich Brauer,
Heinrich Zimmermann,Q1599421,Q1599420,,Heinrich Zimmermann,
Heinrich von Brühl,Q214949,,,Heinrich von Brühl,
Helena (Empress),Q348215,,,Helena,
Henri de Bourbon (Prince of Condé),Q3132228,,,Henri de Bourbon,
Henrietta Maria,Q75673782,,,Henrietta Maria Phillips,
Henriette Adelaide of Savoy,Q57628,Q242928,,Princess Henriette Adelaide of Savoy,
"Henry Arthur Herbert, 1st Earl of Powis",Q52258066,,,"Henry Arthur Herbert, 1st Earl of Powis (2nd creation) (1703-1772)",
Henry B. Wheatley,Q5717646,,,Henry B. Wheatley,
"Henry Bennet, 1st Earl of Arlington",Q110095191,,,"Henry Bennet, 1st Earl of Arlington",
"Henry Bentinck, 1st Duke of Portland",Q126107,,,"Henry Bentinck, 1st Duke of Portland",
Henry Fielding,Q34190,,,Henry Fielding,
"Henry Fox-Strangways, 2nd Earl of Ilchester",Q5721520,,,"Henry Fox-Strangways, 2nd Earl of Ilchester",
"Henry Howard, 4th Earl of Carlisle",Q337661,,,"Henry Howard, 4th Earl of Carlisle",
Henry I of France,Q178908,,,Henry I of France,
Henry III of France,Q53448,,,Henry III of France,
Henry IV of France,Q936976,,,Henry IV of France,
Henry Prunières,Q3133019,,,Henry Prunières,
"Henry Scudamore, 3rd Duke of Beaufort",Q7585516,,,"Henry Scudamore, 3rd Duke of Beaufort",
Heraclitus,Q41155,,,Heraclitus,
Herculaneum,Q178813,Q961668,,Herculaneum,
Hercules,Q122248,Q10448,,Hercules,Human Verified
Hereward Lester Cooke,Q5738307,,,Hereward Lester Cooke,
Herman van Swanevelt,Q875164,,,Herman van Swanevelt,
Hermann Ritschl,Q126963641,,,Hermann Ritschl,
Hermann Voss,Q1612982,Q96917,,Hermann Voss,
Hermit,Q189829,,,hermit,
Herod the Great,Q51672,,,Herod the Great,
Heroes approaching the Temple of Immortality,,,,,
Hilda Finberg,,,,,
Historic e di Maniera Veneziana,,,,,
Holy Roman Empire,Q12548,,,Holy Roman Empire,
Holy See,Q159583,,,Holy See,
Homer,Q11710021,Q2101592,,Homer,
Horace,Q19111,,,Horace,Human Verified
Horace Walpole,Q309903,,,Horace Walpole,
Horatio Brown,Q3786754,,,Horatio Brown,
Horses of Saint Mark,Q1994701,,,Horses of Saint Mark,
House of Lords,Q11007,,,House of Lords,
House of Representatives,Q1112381,,,House of Representatives,
Howard Hibbard,Q12020451,,,Howard Hibbard,
Hugh Honour,Q3787443,,,Hugh Honour,
Hugh Percy,Q2616156,Q5932275,,Hugh Percy,
"Hugh Percy, 10th Duke of Northumberland",Q6017961,,,"Hugh Percy, 10th Duke of Northumberland",
Hugo Hantsch,Q1635115,,,Hugo Hantsch,
Hugues-Humbert Servien,,,,,
Hyacinthe Rigaud,Q49898,,,Hyacinthe Rigaud,
Hélène Adhémar,Q67175437,,,Hélène Adhémar,
Ida Treat,Q105992732,,,Ida Treat,
Idyll,Q17324901,,,Idyll,
Ignazio Hugford,Q3148241,,,Ignazio Hugford,
Il Frappatore,Q55832511,,,Il frappatore,
Il Pomarancio,Q382762,,,Niccolò Circignani,
Il filosofo inglese,Q60854085,,,Il filosofo inglese,
Ilaria Toesca,Q56682847,,,Ilaria Toesca,
Illustrated books,Q123231132,,,Illustrated Books of Chinese Animals,
"Illustration for ""Newtonianismo per le dame""",,,,,
Illustrations for De Bello Belgico,Q113626461,,,,
Illustrations for Latin Poems,,,,,
Images of Palladian Architecture,,,,,
Imaginary Tomb of the Duke of Devonshire,Q19930515,,,Imaginary Tomb of the Duke of Devonshire,
Imago Primi Saeculi Societatis Jesu,,,,,
Indecency and the erotic,Q4317392,,,Indecency,
Indecency in art,,,,,
Influence of late 17th-century wars on art patronage,,,,,
Inigo Jones,Q295929,Q55006893,,Inigo Jones,
Innocent X,Q101266,,,Innocent X,Human Verified
Innocent XI,Q154529,,,Innocent XI,Human Verified
Innocent XII,Q132708,,,Innocent XII,Human Verified
Innocent XIII,Q132708,Q133100,,Innocent XIII,
Innocenzo (Artist/Person),Q6495943,,,Innocenzo,
Innocenzo della Lena,Q132952617,,,Innocenzo Della Lena,
Inquisitori di Stato,Q748505,,,Inquisitori di Stato,
Institutum Romanum Finlandiae,Q3799233,,,Institutum Romanum Finlandiae,
Interior of Sant'Andrea al Quirinale,,,,,
Interior of the Pantheon,Q112227232,,,interior of the pantheon,
Iphigenia,Q192673,Q7462749,,Iphigenia,
Ippolito Aldobrandini (Clement VIII),Q397465,,,Ippolito Aldobrandini,
Ippolito Bentivoglio,Q24205954,,,Ippolito Bentivoglio,
Ippolito Bevilacqua,Q54141108,,,Ippolito Bevilacqua,
Iris,Q184570,Q156901,,Iris,
Iris Appearing to Turnus,Q130010031,,,Iris appearing to Turnus; study of a Helmet (recto); Alternative design for the recto composition (verso),
Irma B. Jaffe,Q19997537,,,Irma Jaffe,
Irving Lavin,Q19753933,,,Irving Lavin,
Isaac,Q671872,Q5920537,,Isaac,
Isaac Newton,Q935,,,Isaac Newton,
Isabella Teotochi Albrizzi,Q5454,,,Isabella Teotochi Albrizzi,
Isabella d'Este,Q593626,,,Isabella d'Este,
Isabella de' Medici,Q271831,,,Isabella de' Medici,
