Refined_Formal_Name,Original_Entry,Refined_Category,Status/Notes
Daphnis and Chloe,Daphnis and Chloe,Work,[Category Fix] 原文误标为 Concept。朗格斯的小说或绘画主题。
David,David,Person/Work,[Ambiguity] 圣经人物大卫，或米开朗基罗/贝尼尼雕塑。根据 E22 标记，应为 Work (雕塑/画作)。
David Teniers the Younger,"David Teniers the Younger | Teniers, David",Person,[Validation] 佛兰芒画家。 | 佛兰芒画家。
David de Haen,David de Haen,Person,[Validation] 荷兰画家 (Caravaggisti)。
David with the Head of Goliath,David with the head of Goliath,Work,[Validation] 绘画主题 (卡拉瓦乔等)。
Death,Death,Concept/Person (Allegory),[Validation] 寓意人物或概念。
Death of Abel,Death of Abel,Work,[Validation] 绘画主题。
Death of Cleopatra,Death of Cleopatra,Work,[Validation] 绘画主题。
Death of Dido,Death of Dido,Work,[Validation] 绘画主题。
Death of Regulus,Regulus killed by the Carthaginians,Work,[Category Fix] Salvator Rosa 的画作。
Death of Seneca,Death of Seneca,Work,[Validation] 绘画主题。
Death of St. Francis Xavier,Death of St. Francis Xavier,Work,[Validation] 绘画主题。
Death of Wallenstein,Death of Wallenstein,Work,[Validation] 绘画主题。
Death of the Virgin,Death of the Virgin,Work,[Validation] 绘画主题 (卡拉瓦乔等)。
Decio Azzolino,"Azzolini, Cardinal | Decio Azzolino",Person,[Disambiguation] 德西奥·阿佐利诺枢机。 | [Validation] 枢机主教。
Decorations for St. Augustine Church,Decorations for St. Augustine Church,Work,[Validation] 装饰工程。
Decorative Paintings (Pisa),Decorative Paintings for Pisa Residence,Work,[Validation] 装饰绘画。
Dedicatory Frontispiece,Dedicatory Frontispiece to Etchings,Work,[Validation] 书籍/版画卷首插图。
Deianira and Nessus,Deianira and Nessus,Work,[Validation] 绘画主题 (Guido Reni等)。
Della Lena (Family/Person),Della Lena,Person,[Context] 可能是 Innocenzo della Lena (威尼斯作家) 或家族。
Democritus,Democritus,Person,[Validation] 哲学家。
Denis Diderot,Denis Diderot,Person,[Validation] 百科全书派哲学家。
Denis Mahon,Denis Mahon,Person,[Validation] 艺术史学家/收藏家 (Baroque specialist)。
Denis Pétau,"Petau, P. Denis",Person,(Dionysius Petavius) 耶稣会神学家。
Denis Pétau (Dionysius Petavius),Denis Pétau,Person,[Validation] 耶稣会神学家。
Denis Xavier Clément,Denis-Xavier Clément,Person,[Validation] 法国传教士/作家。
Design for Sant'Andrea al Quirinale,Design for Sant'Andrea al Quirinale,Work,[Validation] 建筑设计图。
Design for St. Peter's Square,Design for St. Peter's Square,Work,[Validation] 贝尼尼设计图。
Detlef Heikamp,Detlef Heikamp,Person,[Validation] 艺术史学家。
Detroit Institute of Arts,Detroit Institute of Arts,Place/Organization,[Validation] 博物馆。
Devolution of Urbino to the Papacy,"Urbino, devolution to Papacy",Event,1631年乌尔比诺归入教皇国事件。
Diana,Diana,Person (Myth),[Validation] 狩猎女神。
Diana and Actaeon,Diana and Actaeon,Work,[Validation] 绘画主题 (提香等)。
Diana and Actaeon (Bagnoli),Diana and Actaeon at Bagnoli,Work,[Validation] 特指Bagnoli别墅的壁画/画作。
Diana and Callisto,Diana and Callisto,Work,[Validation] 绘画主题。
Diana and Endymion,Diana and Endymion,Work,[Validation] 绘画主题。
Diana and her Nymphs,Diana and her Nymphs,Work,[Validation] 绘画主题。
Dido,Dido,Person (Myth),[Validation] 迦太基女王。
Diego Velázquez,Diego Velázquez | Velasquez,Person,[Validation] 西班牙画家。 | 委拉斯开兹。
Diego Zannandreis,Diego Zannandreis,Person,[Validation] 维罗纳艺术传记作家。
Diffusion of Neapolitan painting,"Neapolitan painting, diffusion of",Concept,[Category Fix] 艺术史研究主题。
Diocletian's Palace,Diocletian's Palace,Place,[Validation] 斯普利特古迹 (Adam测绘)。
Diogenes Searching for an Honest Man,Diogenes Searching for an Honest Man,Work,[Validation] 绘画主题 (Castiglione等)。
Dionisio Dolfin,Dionisio Dolfin,Person,[Validation] 乌迪内大主教/Aquileia宗主教。
Dirk Helmbreker,"Helmbrecker, Theodor | Theodor Helm Breaker",Person,[OCR Fix] 名字被错误拆分（Helm Breaker -> Helmbreker），佛兰芒画家。 | [Reconstruction] 佛兰芒画家。
Dirk van Ameyden,Dirk Ameyden,Person,[Validation] 尼德兰/罗马学者 (Dirk van Ameyden)。
Discalced Carmelites,Carmelitani Scalzi,Group,[Validation] 跣足加尔默罗会。
Divine Love Conquering Earthly Love,Divine Love Conquering Earthly Love,Work,[Validation] 绘画主题 (Baglione)。
Divine Right of Kings,Divine Right of Kings,Concept,[Validation] 政治概念。
Divine Virtues,"Divine Virtues, Faith, Hope, Charity and Wisdom",Work,[Validation] 绘画/雕塑主题。
Doge's Palace (Palazzo Ducale),Doge's Palace,Place,[Validation] 威尼斯总督宫。
Doge's Palace (Venice),Palazzo Ducale,Place,[Category Fix] 威尼斯总督宫（最常见指代，除非上下文指曼托瓦）。
Dolfin (Family),Dolfin family,Group,[Validation] 威尼斯家族。
Dome Frescoes (Sant'Agnese in Agone),Dome Frescoes of Sant'Agnese in Agone,Work,[Validation] 罗马教堂壁画 (Ciro Ferri/Corrado Giaquinto?)。实际上是 Ciro Ferri 和 Baciccio 参与。
Domenichino,Domenichino (Domenico Zampieri) | Domenico Zampieri,Person,[Validation] 博洛尼亚画家。 | [Validation] 多梅尼基诺。
Domenico Bernini,Domenico Bernini,Person,[Validation] 贝尼尼之子/传记作者。
Domenico Brugieri,"Brugiori, Domenico",Person,[OCR Fix] 卢卡画家 (Domenico Brugieri/Brugieri)。
Domenico Carutti,Domenico Carutti,Person,[Validation] 历史学家。
Domenico Cerato,"Cerato, Abate | Domenico Cerato",Person,[Disambiguation] 帕多瓦建筑师 (Abate Cerato)。 | [Validation] 建筑师。
Domenico Darmanno,Domenico Darmanno,Person,"[Check Original] 极生僻。可能是 ""Domenico D'Arminio""? 或者误拼。待定。"
Domenico Fedini,"Fedini, Domenico",Person,[Reconstruction] 18世纪佛罗伦萨/罗马神职人员/作家。
Domenico Fetti,"Domenico Fetti | Feti, Domenico",Person,[Reconstruction] 画家。 | [Validation] 画家。
Domenico Fontana,Domenico Fontana,Person,[Validation] 建筑师。
Domenico Gargiulo (Micco Spadaro),Domenico Gargiulo,Person,[Validation] 那不勒斯画家。
Domenico Ginnasi,"Domenico Ginnasi | Ginnasi, Cardinal",Person,[Disambiguation] 枢机主教。 | [Validation] 枢机主教。
Domenico Guidi,Domenico Guidi,Person,[Validation] 雕塑家。
Domenico Lionati da Fanano,Odomenigo Lelonotti da Fanano,Person,"[OCR Fix/Reconstruction] 极可能是 ""Domenico Lionati"" 或 ""Lelonotti"" (罕见)。Fanano 是地名。"
Domenico Lovisa,Domenico Lovisa,Person,[Validation] 威尼斯出版商 (Il Gran Teatro di Venezia)。
Domenico Maria Fratta,"Domenico Maria Fratta | Fratta, D. M.",Person,[Reconstruction] 博洛尼亚版画家。 | [Validation] 博洛尼亚版画家。
Domenico Maria Viani,Domenico Maria Viani,Person,[Validation] 博洛尼亚画家。
Domenico Martinelli,Domenico Martinelli,Person,[Validation] 建筑师 (Lucca/Vienna)。
Domenico Michelessi,Domenico Michelessi,Person,[Validation] 作家。
Domenico Parodi,Domenico Parodi,Person,[Validation] 热那亚画家/雕塑家。
Domenico Passignano,"Domenico Passignano | Passignani, Domenico",Person,(Domenico Cresti) 佛罗伦萨画家。 | [Validation] 画家。
Domenico Piola,Domenico Piola,Person,[Validation] 热那亚画家。
Domenico Pompeati,"Pompeati, Domenico",Person,
Domenico Riccio (Il Brusasorci),Domenico Riccio,Person,[Validation] 维罗纳画家。
Domenico Rossi,Domenico Rossi,Person,[Validation] 威尼斯建筑师。
Domenico Valeriani,Domenico Valeriani,Person,[Validation] 威尼斯画家 (Perspectivist)。
Domenico Viola,Domenico Viola,Person,[Validation] 那不勒斯画家。
Domenico Zanetti,"Zanetti, Domenico",Person,威尼斯画家（活跃于德国）。
Domenico and Giuseppe Valeriani,"Valeriani, Domenico and Giuseppe",Person,威尼斯画家兄弟 (透视法/舞台设计)。
Domenico da Isnello,Domenico da Isnello,Person,[Validation] 建筑师/工程师。
Dominicans,Dominicans,Group,[Validation] 多明我会。
"Dominique Vivant, Baron Denon",Dominique Vivant,Person,[Full Name] 卢浮宫首任馆长/艺术家。
Donald Posner,Donald Posner,Person,[Validation] 艺术史学家。
Donato Bramante,"Bramante, Donato",Person,[Reconstruction] 建筑师。
Donato Creti,Donato Creti,Person,[Validation] 博洛尼亚画家。
Dora Coggiola,Dora Coggiola,Person,[Validation] 图书馆员/艺术作者 (20世纪)。
Dosso Dossi,Dosso Dossi,Person,[Validation] 费拉拉画家。
"Douglas Hamilton, 8th Duke of Hamilton","Douglas, Hamilton, Marquis of",Person,[Disambiguation] 汉密尔顿公爵。
Drawings of Sagredo Family Members,Drawings of Sagredo Family Members,Work,[Validation] 素描集。
Dream of St Joseph,Dream of St Joseph,Work,[Validation] 绘画主题。
Dresden,Dresden,Place,[Validation] 城市。
Drunken Silenus,Drunken Silenus,Work,[Validation] 绘画主题 (Rubens/Van Dyck)。
Duchess of Bagnara,"Bagnara, Duchess of",Person,[Validation] 贵族头衔 (Ruffo家族)。
Duchess of Savoy,"Savoy, Duchess of",Person,泛指，需语境（如 Anne Marie d'Orléans）。
Duel between Aeneas and Mezentius,Duel between Aeneas and Mezentius,Work,[Validation] 绘画主题。
Duke of Devonshire,"Devonshire, Duke of",Person,[Validation] 英国贵族 (Chatsworth主人)。
Duke of Lorraine,"Lorraine, Duke of",Person,"[Ambiguity] 需区分 (Charles V, Leopold, etc.)。"
Duke of Manchester,"Manchester, Lord",Person,"[Ambiguity] 可能是 1st Duke (Charles Montagu) 或 4th Duke (George Montagu)。结合 Grand Tour, 多指 4th Duke。"
Duke of Modena,"Modena, Duke of",Person,摩德纳公爵（通常指 Este 家族）。
Duke of Richmond,"Richmond, Duke of",Person,参见 Lord March (Charles Gordon-Lennox)。
Dukes of Parma,"Parma, Dukes of",Person,帕尔马公爵（Farnese/Bourbon家族）。
Dulwich,Didwich,Place,"[OCR Fix] ""Didwich"" -> ""Dulwich"" (Dulwich Picture Gallery)。"
Duplex Intercessio,Duplex Intercessio,Work/Concept,[Validation] 双重代祷 (绘画神学主题)。
Dutch artists,Dutch artists,Group,[Validation] 艺术家群体。
Dux (Duchcov),Dux,Place,[Validation] 捷克地名 (卡萨诺瓦晚年居住地)。
Dwight C. Miller,"Miller, Dwight",Person,现代艺术史学家（博洛尼亚画派专家）。
Düsseldorf,Dusseldorf,Place,[Validation] 城市。
Earl of Carlisle,"Carlisle, Earl of",Person,[Validation] 英国贵族头衔。
Earl of Dartmouth,"Dartmouth, Lord",Person,[Validation] 英国贵族。
Earl of Halifax,"Halifax, Earl of",Person,[Validation] 英国贵族 (Charles Montagu)。
Earl of Tankerville,"Tankerville, Lord",Person,查尔斯·贝内特（Charles Bennet）等。
Ecstasy of Saint Teresa,Ecstasy of Saint Teresa | St Teresa wounded by Christ,Work,[Category Fix] 圣特蕾莎的狂喜（或相关主题）。 | [Validation] 贝尼尼雕塑。
Edgar Wind,Edgar Wind,Person,[Validation] 艺术史学家。
Edgar de Vaes,Edgar de Vaes,Person,[Check Original] 可能是人名或拼写错误。
Edgware,Edgwareand,Place,"[OCR Fix] ""Edgwareand"" -> ""Edgware"" (London)。"
Edmond Bonnaffé,Edmond Bonnaffé,Person,[Validation] 法国收藏家/艺术写作者。
Edmé Bouchardon,"Bouchardon, Edmé",Person,[Reconstruction] 法国雕塑家。
Edoardo Lombardo,Edoardo Lombardo,Person,[Validation] 现代学者 (威尼斯史)。
Education of the Virgin,Education of the Virgin,Work,[Validation] 绘画主题。
Edward Coke (1758-1837),Edward Coke,Person,"[Disambiguation] 可能是 Thomas Coke 的儿子或著名的法学家 (Sir Edward Coke, 早期)。结合上下文通常指 18世纪 Grand Tour 人物。"
Edward Croft-Murray,Edward Croft Murray,Person,[Validation] 大英博物馆策展人。
Edward Gibbon,Edward Gibbon,Person,[Validation] 历史学家。
Edward Poore,Edward Poore,Person,[Validation] 英国旅行者/日记作者。
Edward Wright,Edward Wright,Person,[Validation] 英国旅行作家 (Some Observations made in Travelling...)。
Edward Young,Edward Young,Person,[Validation] 诗人 (Night Thoughts)。
El Escorial,El Escorial | L'Escorial,Place,[Validation] 埃斯科里亚尔。 | [Validation] 西班牙修道院/皇宫。
Elena Bassi,Elena Bassi,Person,[Validation] 艺术史学家 (Canova/Venice)。
Elena Crinò,Elena Crinò,Person,[Validation] 学者 (现代)。
Eleonora Zambeccari,"Eleonora Zambeccari | Zambeccari, Marchesa Eleonora",Person,[Category Fix] 原文误标为 Man-Made Object。博洛尼亚贵族。 | [Validation] 博洛尼亚贵族。
Elijah,Elijah,Person,[Validation] 先知。
Elijah Taken Up in a Chariot of Fire,Elijah carried to Heaven in a Chariot of Fire,Work,[Validation] 绘画主题。
Elisa Carandini,"Carandini, Marchesa Elisa",Person,[Category Fix] 原文误标为 Work。
Elisabeth Dhanens,Elisabeth Dhanens,Person,[Validation] 艺术史学家 (Van Eyck专家)。
Elisabetta Antoniazzi Rossi,Elizabetta Antoniazzi Rossi,Person,"[OCR Fix] ""Elizabetta"" -> ""Elisabetta""。学者。"
Elizabeth Du Gué Trapier,Elizabeth Du Gue Trapier,Person,[Validation] 艺术史学家 (Hispanic Society)。
"Elizabeth Felton, Countess of Bristol",Elizabeth Felton,Person,[Disambiguation] 赫维勋爵的妻子。
Elizabeth Yates,Elizabeth Yates,Person,[Validation] 演员/作家 (可能指同名者，需上下文)。
Ellis Waterhouse,"Ellis Waterhouse | Waterhouse, E. K.",Person,[Validation] 艺术史学家。 | 英国艺术史学家。
Elpidio Benedetti,Elpidio Benedetti,Person,[Validation] 罗马的法国代理人/经纪人。
Emil Kauffmann,Emil Kauffmann,Person,[Validation] 音乐家/艺术爱好者 (Angelica Kauffman父亲?)。需区分 Emil Kaufmann (建筑史学家) 或 Friedrich Kauffmann。应为 Emil Kaufmann (1891–1953) 建筑史学家。
Emilia-Romagna,Emilia,Place,[Validation] 意大利大区。
Emilio Bonomelli,Emilio Bonomelli,Person,[Validation] 教皇宫廷官员 (Castel Gandolfo)。
Emilio De Tipaldo,Emilio Amedeo De Tipaldo,Person,[Validation] 传记作家。
Emilio Lavagnino,Emilio Lavagnino,Person,[Validation] 艺术史学家/策展人。
Emilio Morpurgo,Emilio Morpurgo,Person,[Validation] 帕多瓦统计学家/政治家。
"Emily Temple, Viscountess Palmerston","Emily Temple | Palmerston, Lady",Person,19世纪英国贵族。 | [Disambiguation] 帕默斯顿夫人。
Emmanuele Antonio Cicogna,Emmanuele Antonio Cicogna,Person,[Validation] 威尼斯碑铭学家/历史学家。
Emperor Henry IV Kneeling Before Pope Gregory VII,Emperor Henry IV Kneeling Before Pope Gregory VII,Work,[Validation] 绘画主题 (Canossa)。
Enea Arnaldi / Lodovico Arnaldi?,Arnaldi Lodovico,Person,"[Check] 可能是 ""Enea Arnaldi"" (维琴察学者) 或 ""Lodovico Arnaldi"" (贵族)。待定为 Lodovico Arnaldi。"
Enea Silvio Caprara,"Aeneas de Caprara | Caprara, Marshal",Person,[Disambiguation] 奥地利元帅。 | [Disambiguation] 奥地利陆军元帅 (Enea Silvio Caprara)。
English patronage,English patronage,Concept,[Validation] 艺术赞助。
Enrico Brol (Author),Enrico Brol,Person,"[Check Original] 可能是 ""Enrico Broilo""? 待定。"
Enrico Carusi,Enrico Carusi,Person,[Validation] 梵蒂冈图书馆员/法制史学家。
Enrico Narducci,Enrico Narducci,Person,[Validation] 罗马图书馆员/目录学家。
Enrico Zuccalli,Enrico Zuccalli,Person,[Validation] 建筑师。
Enriqueta Harris,Enriqueta Harris,Person,[Validation] 艺术史学家 (Velázquez专家)。
Entrance of Procurator Giorgio Pisani,nell＊ingresso del procuratore...,Place,"[OCR Fix] ""nell＊ingresso"" -> ""nell'ingresso""。指代具体位置或该处的装饰/铭文。"
Entry of the Count of Colloredo,"Entry of the Count of Colloredo, the Imperial ambassador",Work,[Validation] 卡纳莱托画作。
Enzo Bentivoglio,Enzo Bentivoglio,Person,[Validation] 费拉拉侯爵/赞助人。
Enzo Crea,Enzo Crea,Person,[Validation] 罗马出版商/学者。
Epicurus,Epicurus,Person,[Validation] 哲学家。
Equestrian Statue of Henry IV,Equestrian Statue of Henry IV,Work,[Validation] 巴黎新桥雕塑 (Giambologna/Tacca)。
Equestrian Statue of Louis XIV,Equestrian Statue of Louis XIV,Work,[Validation] 贝尼尼/Girardon雕塑。
Ercole Ferrata,Ercole Ferrata,Person,[Validation] 罗马巴洛克雕塑家。
Ercole Graziani,"Ercole Graziani the Younger | Graziani, Ercole",Person,[Validation] 博洛尼亚画家。
Ercole Lelli,Ercole Lelli,Person,[Validation] 解剖蜡像制作师/艺术家。
Ercole Procaccini the Elder,"Ercole Procaccini the Elder | Procaccini, Ercole",Person,[Validation] 画家。 | 米兰画家（或指 Younger）。
Erminia,Erminia,Person (Lit),[Validation] 《耶路撒冷的解放》人物。
Ernst Gombrich,Ernst Gombrich,Person,[Validation] 艺术史学家。
Ernst Zacharias Platner,Platnerus,Person,(Platner) 莱比锡的《Description of Rome》合著者。
Erwin Panofsky,Erwin Panofsky,Person,[Validation] 图像学家。
Esau,Esau,Person,[Validation] 圣经人物。
Este,Este,Place,[Validation] 城镇/家族发源地。
Estella Brunetti,Estella Brunetti,Person,[Validation] 艺术史学家。
Esther,Esther,Person,[Validation] 圣经人物。
Esther before Ahasuerus,Esther before Ahasuerus,Work,[Validation] 绘画主题。
Et in Arcadia ego,Et in Arcadia ego | The Arcadian Shepherds (after...),Work,[Category Fix] 普桑画作的临摹/版画。 | [Validation] 普桑/Guercino画作标题。
Etchings of Oriental-style Heads,Etchings of Oriental-style Heads,Work,[Validation] Castiglione 或 Tiepolo 作品。
