Index,Row ID,主体 (Subject),谓词 (Predicate),客体 (Object),状态 (Status),依据 (Source),核验逻辑 (Evidence_Logic),_source_file
365,316,Archbishop-Elector Clemens August,is_patron_of,Italian Art,Confirmed,,TCR: p.295 科隆选帝侯。,03-C 深度解析全量结果表 (201-400行).md
366,316,Cologne,is_located_in,Germany,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (201-400行).md
367,317,Abbé Clement,active_in,Venice,Confirmed,,TCR: p.344。,03-C 深度解析全量结果表 (201-400行).md
368,318,Clement VIII,is_patron_of,Aldobrandini Family,Confirmed,,递归还原: 锁定教皇及其家族扩张史。,03-C 深度解析全量结果表 (201-400行).md
369,319,Clement IX,is_patron_of,Bernini,Confirmed,,递归还原: 锁定 Rospigliosi 教皇对圣天使桥的支持。,03-C 深度解析全量结果表 (201-400行).md
370,320,Clement X,is_patron_of,Bernini,Confirmed,,递归还原: 锁定 Altieri 教皇。,03-C 深度解析全量结果表 (201-400行).md
371,321,Clement XI,is_patron_of,Roman Urban Restoration,Confirmed,,递归还原: 锁定 Albani 教皇在 18 世纪初的建设。,03-C 深度解析全量结果表 (201-400行).md
372,322,Clement XII,is_patron_of,Corsini Family Projects,Confirmed,,递归还原: 锁定 Corsini 家族在罗马的影响力。,03-C 深度解析全量结果表 (201-400行).md
373,323,Clement XIII,is_patron_of,Rezzonico Family,Confirmed,,递归还原: 锁定 18 世纪中叶威尼斯家族的崛起。,03-C 深度解析全量结果表 (201-400行).md
374,324,Clerici Palace,is_located_in,Milan,Confirmed,,地理爆破: p.273n。,03-C 深度解析全量结果表 (201-400行).md
375,324,Milan,is_located_in,Italy,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (201-400行).md
376,325,John Clostermann,active_in,London,Confirmed,,TCR: p.198。,03-C 深度解析全量结果表 (201-400行).md
377,326,Ottavio Cocchi,active_in,Bergamo,Confirmed,,TCR: p.216。,03-C 深度解析全量结果表 (201-400行).md
378,327,Charles-Nicolas Cochin,active_in,France/Italy,Confirmed,,TCR: p.257。,03-C 深度解析全量结果表 (201-400行).md
379,328,Viviano Codazzi,active_in,Rome,Confirmed,,TCR: p.102 透视画与废墟画专家。,03-C 深度解析全量结果表 (201-400行).md
380,329,Viviano Codazzi,is_author_of,Arrival at the Palace,Confirmed,,作品列表: 锁定与 Cerquozzi 合作。,03-C 深度解析全量结果表 (201-400行).md
381,330,Viviano Codazzi,is_author_of,Pool of Bethesda,Confirmed,,作品列表: p.207n。,03-C 深度解析全量结果表 (201-400行).md
382,331,Viviano Codazzi,is_author_of,Woman taken in Adultery,Confirmed,,作品列表: p.207n。,03-C 深度解析全量结果表 (201-400行).md
383,332,Viviano Codazzi,is_author_of,Women's Bath,Confirmed,,作品列表: p.140。,03-C 深度解析全量结果表 (201-400行).md
384,333,Mr Coke,visited,Italy,Confirmed,,TCR: p.21n 英国买家在意行踪。,03-C 深度解析全量结果表 (201-400行).md
385,334,Jean-Baptiste Colbert,agent_for,Louis XIV,Confirmed,,中介算子: 明确财务大臣采购意籍艺术。,03-C 深度解析全量结果表 (201-400行).md
386,334,Colbert,has_social_link,Bernini,Confirmed,,TCR: p.153 记录 1665 年接待贝尼尼。,03-C 深度解析全量结果表 (201-400行).md
387,335,Christian Cole,active_in,Venice,Confirmed,,TCR: p.276 早期英国外交官。,03-C 深度解析全量结果表 (201-400行).md
388,336,Giovanni Coli,active_in,Rome,Confirmed,,TCR: p.156。,03-C 深度解析全量结果表 (201-400行).md
389,337,Giovanni Coli,is_author_of,Frescoes of Battle of Lepanto,Confirmed,,作品列表: 锁定科隆纳宫核心委任。,03-C 深度解析全量结果表 (201-400行).md
390,337,Battle of Lepanto Frescoes,is_housed_at,Palazzo Colonna,Confirmed,,场域: 物理落位。,03-C 深度解析全量结果表 (201-400行).md
391,338,Angelo Michele Colonna,active_in,Rome,Confirmed,,TCR: p.190 著名装饰画家。,03-C 深度解析全量结果表 (201-400行).md
392,339,Anna Colonna,is_patron_of,Roman Art,Confirmed,,TCR: p.32。,03-C 深度解析全量结果表 (201-400行).md
393,340,Filippo Colonna,is_patron_of,Roman Art,Confirmed,,TCR: p.155。,03-C 深度解析全量结果表 (201-400行).md
394,341,Prince Francesco Colonna,active_in,Rome,Confirmed,,TCR: p.21n。,03-C 深度解析全量结果表 (201-400行).md
395,342,Francesco Colonna,sold,Castle of Roviano,Confirmed,,TCR: p.31 记录向巴贝里尼家族的地产转移。,03-C 深度解析全量结果表 (201-400行).md
396,343,Girolamo Colonna,is_patron_of,Roman Art,Confirmed,,TCR: p.155。,03-C 深度解析全量结果表 (201-400行).md
397,344,Don Giuliano Colonna,active_in,Rome,Confirmed,,TCR: p.207n。,03-C 深度解析全量结果表 (201-400行).md
398,345,Lorenzo Onofrio Colonna,is_patron_of,Claude Lorrain,Confirmed,,TCR: p.155 核心赞助记录。,03-C 深度解析全量结果表 (201-400行).md
399,347,Lorenzo Onofrio Colonna,specialized_in,Mythological and Landscapes,Genre,,TCR: p.155 品味倾向描述。,03-C 深度解析全量结果表 (201-400行).md
400,348,Marc'Antonio Colonna,is_resident_of,Palazzo Colonna,Confirmed,,TGN: 锁定家族中枢。,03-C 深度解析全量结果表 (201-400行).md
401,349,Colonna palace,is_located_in,Rome,Confirmed,,TGN: 锁定科隆纳家族在罗马的物理中枢。,03-C 深度解析全量结果表 (401-600行).md
402,349,Rome,is_located_in,Italy,Confirmed,,地理爆破: 城市隶属行政区。,03-C 深度解析全量结果表 (401-600行).md
403,350,Colonna family,sold,Colonna palace (Part/Asset),Confirmed,,TCR: p.140n 记录由于家族债务导致的地产部分转让。,03-C 深度解析全量结果表 (401-600行).md
404,350,Cardinal Flavio Chigi,acquired,Colonna palace (Asset),Confirmed,,社交映射: 记录奇吉枢机对科隆纳资产的收购行为。,03-C 深度解析全量结果表 (401-600行).md
405,351,Artistic Competitions,active_in,Rome,Confirmed,,TCR: p.73 记录教廷通过竞赛选拔画家的机制。,03-C 深度解析全量结果表 (401-600行).md
406,351,Artistic Competitions,active_in,Venice,Confirmed,,TCR: p.381 记录 18 世纪威尼斯的艺术选拔。,03-C 深度解析全量结果表 (401-600行).md
407,352,Sebastiano Conca,active_in,Rome,Confirmed,,TCR: p.165 18 世纪罗马画坛领袖。,03-C 深度解析全量结果表 (401-600行).md
408,352,Sebastiano Conca,active_in,Naples,Confirmed,,TCR: p.223 记录其在那不勒斯的活动。,03-C 深度解析全量结果表 (401-600行).md
409,353,Padre Daniele Concina,active_in,Venice,Confirmed,,TCR: p.271 涉及修会对艺术内容的审查。,03-C 深度解析全量结果表 (401-600行).md
410,354,John Conduitt,visited,Venice,Confirmed,,TCR: p.290n 英国著名藏家与纽顿的继任者。,03-C 深度解析全量结果表 (401-600行).md
411,354,John Conduitt,is_patron_of,Canaletto,Confirmed,,TCR: 记录其通过麦克史威尼向卡纳莱托下达的订单。,03-C 深度解析全量结果表 (401-600行).md
412,355,Congregazione dei Virtuosi,is_located_in,Rome,Confirmed,,TGN: 锁定万神殿圣若瑟善会。,03-C 深度解析全量结果表 (401-600行).md
413,355,Rome,is_located_in,Italy,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
414,356,John Constable,influenced_by,Canaletto,Confirmed,,TCR: p.360 艺术史长程影响分析。,03-C 深度解析全量结果表 (401-600行).md
415,357,Pietro Contarini,active_in,Venice,Confirmed,,TCR: p.32。,03-C 深度解析全量结果表 (401-600行).md
416,358,Contarini family,is_resident_of,Venice,Confirmed,,TCR: p.255 威尼斯顶级赞助家族。,03-C 深度解析全量结果表 (401-600行).md
417,359,Contarini villa,is_located_in,Mira,Confirmed,,TGN: 锁定米拉镇的著名庄园。,03-C 深度解析全量结果表 (401-600行).md
418,359,Mira,is_located_in,Veneto,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
419,360,Antonio Conti,active_in,Venice,Confirmed,,TCR: p.318 著名启蒙思想家与跨界学者。,03-C 深度解析全量结果表 (401-600行).md
420,361,Antonio Conti,has_social_link,Francesco Algarotti,Confirmed,,TCR: p.319 记录两人在科学与艺术理论上的深度合作。,03-C 深度解析全量结果表 (401-600行).md
421,362,Antonio Conti,has_social_link,Sir Isaac Newton,Confirmed,,TCR: p.318 记录 1715 年在伦敦与牛顿的科学交往。,03-C 深度解析全量结果表 (401-600行).md
422,363,Antonio Conti,advocated,Fantasy in Painting,Confirmed,,TCR: p.319 记录其对威尼斯奇想画派（Capriccio）的理论辩护。,03-C 深度解析全量结果表 (401-600行).md
423,364,Antonio Conti,elected_to,"Royal Society, London",Confirmed,,TCR: p.319 记录其跨国学术认可。,03-C 深度解析全量结果表 (401-600行).md
424,364,Royal Society,is_located_in,London,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
425,364,London,is_located_in,England,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
426,365,Antonio Conti,is_author_of,Treatise on Painting,Confirmed,,作品列表: 锁定 p.319 提及的艺术理论手稿。,03-C 深度解析全量结果表 (401-600行).md
427,366,Innocent XIII,is_patron_of,Roman Baroque Art,Confirmed,,递归还原: 锁定 Michelangelo Conti 及其家族赞助背景。,03-C 深度解析全量结果表 (401-600行).md
428,367,Stefano Conti,active_in,Lucca,Confirmed,,TCR: p.226 著名的卢卡商人和收藏家。,03-C 深度解析全量结果表 (401-600行).md
429,367,Lucca,is_located_in,Italy,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
430,367,Stefano Conti,is_patron_of,Canaletto,Confirmed,,TCR: p.227 记录 1725 年极具代表性的商业委任合同。,03-C 深度解析全量结果表 (401-600行).md
431,368,Stefano Conti,is_author_of,Commissioning Documents (Franceschini/Torelli),Confirmed,,作品列表: 锁定 p.389 记录的珍贵商业信函。,03-C 深度解析全量结果表 (401-600行).md
432,368,Marcantonio Franceschini,is_patronized_by,Stefano Conti,Confirmed,,社交映射: 记录波隆那画师与卢卡买家的合作。,03-C 深度解析全量结果表 (401-600行).md
433,368,Felice Torelli,is_patronized_by,Stefano Conti,Confirmed,,社交映射。,03-C 深度解析全量结果表 (401-600行).md
434,369,Giovanni Battista Contini,active_in,Rome/Macerata,Confirmed,,TCR: p.224 著名的巴洛克建筑师。,03-C 深度解析全量结果表 (401-600行).md
435,370,Giovanni Battista Contini,is_author_of,Buonaccorsi Palace Architecture,Confirmed,,作品列表: 锁定马切拉塔的核心委任。,03-C 深度解析全量结果表 (401-600行).md
436,370,Buonaccorsi Palace,is_located_in,Macerata,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
437,372,Artistic Contracts,regulated,Work Measurements,Confirmed,,商业逻辑: p.8 记录合同中对尺寸的严格限制。,03-C 深度解析全量结果表 (401-600行).md
438,373,Artistic Contracts,regulated,Price,Confirmed,,商业逻辑: p.9 记录分阶段支付的合同约定。,03-C 深度解析全量结果表 (401-600行).md
439,374,Artistic Contracts,regulated,Subject Matter,Confirmed,,商业逻辑: p.8 记录赞助人对画面内容的强力控制权。,03-C 深度解析全量结果表 (401-600行).md
440,375,Artistic Contracts,regulated,Time Limit,Confirmed,,商业逻辑: p.12 记录逾期赔付等违约条款。,03-C 深度解析全量结果表 (401-600行).md
441,405,Carlo Cordellina,active_in,Vicenza,Confirmed,,TCR: p.256 提埃坡罗的重要赞助人。,03-C 深度解析全量结果表 (401-600行).md
442,405,Vicenza,is_located_in,Italy,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
443,406,Arcangelo Corelli,has_social_link,Cardinal Pietro Ottoboni,Confirmed,,TCR: p.165n 记录作曲家在枢机宫廷的长期服务。,03-C 深度解析全量结果表 (401-600行).md
444,407,Flaminio Corner,active_in,Venice,Confirmed,,TCR: p.274 记录其在威尼斯教会史研究与赞助。,03-C 深度解析全量结果表 (401-600行).md
445,408,Flaminio Corner,is_patron_of,Giuseppe Angeli,Confirmed,,社交映射: 记录其对画家的委任。,03-C 深度解析全量结果表 (401-600行).md
446,409,Flaminio Corner,interested_in,Church Architecture,Confirmed,,TCR: p.275 研究级审美倾向记录。,03-C 深度解析全量结果表 (401-600行).md
447,410,Corner family,is_resident_of,Venice,Confirmed,,TCR: p.255。,03-C 深度解析全量结果表 (401-600行).md
448,411,Corner family,is_patron_of,Giambattista Tiepolo,Confirmed,,TCR: p.252 记录 18 世纪威尼斯最显赫的赞助链条。,03-C 深度解析全量结果表 (401-600行).md
449,412,Antonio Corradini,active_in,Venice/Vienna,Confirmed,,TCR: p.241 著名的雕塑家。,03-C 深度解析全量结果表 (401-600行).md
450,413,Antonio Corradini,is_author_of,Statue of Field Marshal Schulenburg,Confirmed,,作品列表: 锁定 p.246n 英雄肖像。,03-C 深度解析全量结果表 (401-600行).md
451,413,Field Marshal Schulenburg,is_subject_of,Statue of Field Marshal Schulenburg,Confirmed,,肖像映射。,03-C 深度解析全量结果表 (401-600行).md
452,414,Antonio Corradini,is_author_of,Virginity (Veiled Figure),Confirmed,,作品列表: 锁定其最擅长的“蒙面”系列名作。,03-C 深度解析全量结果表 (401-600行).md
453,415,Correggio,influenced,Roman Baroque Style,Confirmed,,TCR: p.30 艺术史传承分析。,03-C 深度解析全量结果表 (401-600行).md
454,416,Correggio,is_author_of,Christ in the Garden of Olives,Confirmed,,作品列表: 锁定 p.227 收藏记录。,03-C 深度解析全量结果表 (401-600行).md
455,417,Correggio,is_author_of,Jupiter and Antiope,Confirmed,,作品列表: p.185。,03-C 深度解析全量结果表 (401-600行).md
456,418,Correggio,is_author_of,Marriage of St Catherine,Confirmed,,作品列表: p.12n。,03-C 深度解析全量结果表 (401-600行).md
457,419,Fra Francesco Antonio Correr,is_patron_of,Venetian Art,Confirmed,,TCR: p.271。,03-C 深度解析全量结果表 (401-600行).md
458,420,Teodoro Correr,active_in,Venice,Confirmed,,TCR: p.381 著名收藏家及博物馆奠基人。,03-C 深度解析全量结果表 (401-600行).md
459,421,Teodoro Correr,is_collector_of,Collections of Teodoro Correr,Confirmed,,作品列表: 锁定 p.382-383 记录的巨型遗产。,03-C 深度解析全量结果表 (401-600行).md
460,422,Teodoro Correr,interested_in,History of Venice,Confirmed,,TCR: p.382 审美倾向描述。,03-C 深度解析全量结果表 (401-600行).md
461,423,Teodoro Correr,is_collector_of,Paintings and Drawings by Pietro Longhi,Confirmed,,TCR: p.382 锁定其对风俗画的核心偏好。,03-C 深度解析全量结果表 (401-600行).md
462,423,Pietro Longhi,is_patronized_by,Teodoro Correr,Confirmed,,社交映射。,03-C 深度解析全量结果表 (401-600行).md
463,424,Marchese Filippo Corsini,is_patron_of,Roman Art,Confirmed,,TCR: p.137n。,03-C 深度解析全量结果表 (401-600行).md
464,425,Clement XII,is_patron_of,Corsini Family Projects,Confirmed,,递归还原: 锁定 Lorenzo Corsini 及其教皇赞助期。,03-C 深度解析全量结果表 (401-600行).md
465,426,Corsini family,is_resident_of,Florence,Confirmed,,TCR: p.142 托斯卡纳家族背景。,03-C 深度解析全量结果表 (401-600行).md
466,426,Corsini family,is_resident_of,Rome,Confirmed,,WACV: 确认其在罗马科西尼宫的驻地。,03-C 深度解析全量结果表 (401-600行).md
467,427,Lorenzo Costa,active_in,Mantua/Bologna,Confirmed,,TCR: p.175。,03-C 深度解析全量结果表 (401-600行).md
468,428,Marchese Costaguti,is_patron_of,Roman Artists,Confirmed,,TCR: p.21。,03-C 深度解析全量结果表 (401-600行).md
469,429,Antoine Coypel,active_in,France,Confirmed,,TCR: p.285 法国皇家画派代表。,03-C 深度解析全量结果表 (401-600行).md
470,430,Francesco Cozza,active_in,Rome,Confirmed,,TCR: p.131。,03-C 深度解析全量结果表 (401-600行).md
471,431,Duc de Crequi,visited,Rome,Confirmed,,TCR: p.153 法国大使及其艺术干预。,03-C 深度解析全量结果表 (401-600行).md
472,432,Giovanni Battista Crescenzi,active_in,Spain/Rome,Confirmed,,TCR: p.173 艺术经纪人与伯乐。,03-C 深度解析全量结果表 (401-600行).md
473,433,Pietro Paolo Crescenzi,active_in,Rome,Confirmed,,TCR: p.173。,03-C 深度解析全量结果表 (401-600行).md
474,434,Giuseppe Maria Crespi,active_in,Bologna,Confirmed,,TCR: xvii 18 世纪现实主义大师。,03-C 深度解析全量结果表 (401-600行).md
475,434,Bologna,is_located_in,Italy,Confirmed,,地理爆破。,03-C 深度解析全量结果表 (401-600行).md
476,434,Giuseppe Maria Crespi,active_in,Florence,Confirmed,,TCR: p.222 执业地记录。,03-C 深度解析全量结果表 (401-600行).md
477,435,Giuseppe Maria Crespi,has_social_link,Sebastiano Ricci,Confirmed,,TCR: p.204 记录同僚间的艺术交流。,03-C 深度解析全量结果表 (401-600行).md
478,436,Giuseppe Maria Crespi,is_patronized_by,Grand Prince Ferdinand of Tuscany,Confirmed,,TCR: p.237 核心赞助人实证。,03-C 深度解析全量结果表 (401-600行).md
479,437,Giuseppe Maria Crespi,is_author_of,Children at Play,Confirmed,,作品列表: 锁定 p.238 极具个人风格的风俗画。,03-C 深度解析全量结果表 (401-600行).md
